oa_code_2021,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_94,age_95_99,age_100_plus
S00135587,3,3,0,0,5,10,10,5,7,4,10,3,7,4,0,0,2,0,0,0,0
S00135588,3,2,0,2,6,15,6,2,5,1,3,6,13,3,10,4,1,4,1,0,0
S00135589,3,3,2,2,3,4,9,9,4,7,5,7,5,4,6,1,8,4,2,0,0
S00135590,12,7,5,4,0,5,16,17,6,5,4,2,0,3,0,2,0,0,0,0,0
S00135591,2,10,4,9,3,6,5,7,2,6,9,13,2,1,2,5,0,0,0,0,0
S00135592,27,7,4,3,5,9,24,10,11,8,3,1,0,1,0,1,0,0,0,0,0
S00135593,4,4,4,6,6,2,3,5,2,4,15,14,6,6,4,3,1,2,0,0,0
S00135594,8,6,1,5,1,5,7,8,8,7,6,11,12,6,8,1,0,2,2,0,0
S00135595,11,15,7,4,6,8,9,6,7,12,15,7,7,9,10,8,3,0,0,0,0
S00135596,7,6,8,2,20,23,17,13,21,8,9,6,2,12,7,14,13,15,12,4,0
S00135597,2,7,8,6,2,7,5,3,9,7,8,13,9,8,7,8,4,7,5,0,0
S00135598,5,4,3,4,1,4,12,8,0,4,4,4,15,7,8,3,4,1,0,0,0
S00135599,12,4,7,4,12,21,10,19,15,10,3,5,0,5,0,2,0,0,0,0,0
S00135600,0,1,0,1,3,1,1,2,2,2,3,0,5,7,9,5,8,7,3,4,0
S00135601,8,15,10,3,11,13,15,21,15,7,4,1,4,1,0,0,0,0,0,0,0
S00135602,3,5,5,8,21,8,9,8,10,10,2,10,6,4,8,1,1,1,0,0,0
S00135603,6,2,3,5,4,2,2,3,1,4,7,7,10,3,10,2,1,0,0,0,0
S00135604,1,5,0,2,9,14,17,7,14,8,3,4,2,1,0,0,2,0,0,0,0
S00135605,5,2,1,10,2,4,15,10,7,3,9,7,13,4,3,0,0,0,0,0,0
S00135606,14,21,27,11,14,4,5,11,28,20,10,6,10,7,11,17,17,21,16,8,0
S00135607,6,2,3,926,572,101,31,25,12,7,11,4,7,5,3,5,0,1,0,0,0
S00135608,7,6,1,0,2,7,8,15,10,3,7,13,7,6,5,0,0,2,0,0,0
S00135609,4,4,9,3,1,4,10,8,10,11,6,5,2,11,9,3,8,3,0,1,0
S00135610,3,2,1,6,5,12,6,6,5,1,0,5,7,12,12,15,19,19,9,5,2
S00135611,3,4,6,4,5,7,6,7,10,10,5,3,7,5,4,3,1,0,0,0,0
S00135612,13,9,12,6,15,32,14,16,12,8,4,5,4,6,1,0,0,0,0,0,0
S00135613,10,14,15,7,3,5,16,22,14,7,5,2,2,0,0,0,0,0,0,0,0
S00135614,2,4,5,13,9,2,3,8,10,3,14,13,6,7,3,4,8,2,0,0,0
S00135615,22,10,5,10,14,21,24,17,23,10,6,7,3,3,1,1,0,0,0,0,0
S00135616,1,5,6,2,9,17,11,12,6,1,2,2,3,0,0,2,0,0,0,0,0
S00135617,5,5,7,9,4,8,8,10,7,3,10,12,11,8,4,10,1,0,0,0,0
S00135618,2,6,2,1,1,1,1,2,12,1,6,11,1,3,8,8,5,3,0,0,0
S00135619,3,7,2,2,7,7,5,4,5,3,2,5,7,4,4,1,1,0,0,0,0
S00135620,22,15,15,2,3,17,18,15,5,6,2,1,2,0,1,0,0,0,0,0,0
S00135621,10,13,7,5,3,8,10,7,10,8,4,9,11,9,7,5,4,1,5,0,0
S00135622,6,5,5,3,15,19,5,1,8,7,8,8,4,0,0,0,1,0,0,0,0
S00135623,3,4,5,3,10,5,11,12,12,7,9,11,11,15,7,6,2,1,0,0,0
S00135624,4,6,6,5,5,4,9,2,4,9,10,4,4,10,8,2,0,1,0,0,0
S00135625,8,19,9,13,12,5,4,9,15,12,6,9,8,4,1,0,0,0,0,0,0
S00135626,9,4,2,1,4,8,15,4,2,3,6,0,2,0,2,2,0,1,0,0,0
S00135627,7,11,13,8,3,9,7,12,15,7,12,4,7,2,8,4,2,1,0,3,0
S00135628,5,9,4,6,3,6,9,10,11,17,12,16,12,17,6,4,3,6,0,0,0
S00135629,19,8,7,4,7,22,33,21,12,19,9,3,3,7,5,1,0,0,0,0,0
S00135630,5,7,6,6,5,9,4,9,11,4,12,5,4,6,14,2,1,3,2,0,0
S00135631,10,15,15,16,9,21,12,18,13,9,6,7,4,2,3,1,3,0,0,0,0
S00135632,12,11,9,5,11,8,15,10,6,5,7,8,11,17,18,9,5,0,3,0,0
S00135633,6,4,2,7,1,5,2,8,1,10,4,1,1,5,5,3,2,1,0,0,0
S00135634,0,0,3,0,16,17,4,6,9,6,5,2,1,2,0,1,0,0,0,0,0
S00135635,11,4,0,4,12,18,14,13,8,6,8,3,6,2,0,2,0,0,0,0,0
S00135636,5,6,1,5,6,4,3,9,4,10,5,12,7,9,8,1,1,5,2,0,0
S00135637,11,10,7,7,2,12,9,8,11,9,3,11,8,7,5,8,6,1,0,0,0
S00135638,1,0,0,5,11,8,3,0,0,3,2,4,4,5,4,10,7,3,3,0,0
S00135639,5,5,3,2,4,5,8,7,11,6,4,8,2,4,0,0,0,0,0,0,0
S00135640,4,1,6,1,4,8,7,3,11,8,14,14,3,9,8,12,3,6,1,0,0
S00135641,12,6,8,5,2,0,15,9,0,3,3,5,4,5,9,7,7,0,0,0,0
S00135642,15,27,17,14,9,6,16,20,30,14,4,7,2,5,0,0,0,0,0,0,0
S00135643,8,10,6,1,3,0,7,5,4,9,5,4,2,6,11,8,8,0,0,0,0
S00135644,1,2,0,3,0,0,7,10,4,3,6,0,2,8,13,13,2,1,1,0,0
S00135645,1,3,4,1,3,9,8,1,4,7,4,8,8,6,2,7,7,4,1,0,0
S00135646,2,3,1,1,2,2,3,3,1,0,8,3,9,3,5,7,9,4,3,0,0
S00135647,10,12,7,5,7,14,6,6,6,11,13,11,7,9,13,7,4,4,0,0,0
S00135648,10,13,10,7,6,2,4,12,20,19,5,8,4,3,1,0,0,0,0,0,0
S00135649,7,12,8,2,1,5,14,12,12,6,5,5,0,0,1,3,4,0,0,0,0
S00135650,4,7,6,6,5,7,5,7,8,9,4,9,7,13,4,5,2,3,0,0,0
S00135651,1,6,7,2,11,5,5,8,6,8,10,12,12,6,10,4,6,2,0,0,0
S00135652,1,1,2,0,1,0,12,3,8,7,7,9,6,7,5,6,0,2,1,0,0
S00135653,8,6,15,3,5,8,10,8,9,6,3,0,2,1,0,1,0,0,0,0,0
S00135654,6,4,4,3,4,6,6,10,12,1,9,5,4,1,1,0,0,0,0,0,0
S00135655,3,6,8,4,1,2,15,9,12,9,6,11,7,6,8,6,6,1,0,0,0
S00135656,4,9,9,4,2,5,14,16,6,7,5,7,4,1,1,1,0,0,0,0,0
S00135657,6,15,5,2,13,10,7,13,4,2,17,5,14,3,2,0,2,0,2,0,0
S00135658,4,4,3,11,7,7,7,5,4,3,9,4,5,4,1,2,0,0,0,0,0
S00135659,11,14,6,2,9,7,12,14,10,7,18,10,3,6,1,1,2,0,0,0,0
S00135660,13,8,2,3,6,9,7,18,9,8,7,11,6,5,4,0,1,0,0,0,0
S00135661,5,6,1,4,0,7,5,3,5,4,6,0,4,4,4,3,3,1,1,0,0
S00135662,9,1,8,7,4,4,18,5,10,13,11,5,9,9,8,4,0,0,0,0,0
S00135663,8,7,4,1,2,5,15,11,5,5,3,4,3,14,4,6,8,6,2,0,0
S00135664,8,11,18,9,8,20,13,16,20,15,9,6,10,4,4,3,0,0,0,0,0
S00135665,4,0,1,1,3,4,1,10,6,6,3,7,12,8,14,12,4,5,2,0,0
S00135666,4,9,6,2,0,4,6,2,5,8,0,1,3,5,10,7,6,4,2,1,0
S00135667,4,15,21,8,5,7,15,15,7,7,10,15,11,6,4,4,2,0,0,0,0
S00135668,13,10,9,4,15,7,17,11,14,5,12,6,9,3,6,0,1,0,0,0,0
S00135669,1,9,11,7,10,11,6,10,16,13,10,11,5,5,7,1,1,4,0,0,0
S00135670,2,18,8,3,9,31,20,17,11,15,3,2,5,4,6,0,0,0,0,0,0
S00135671,3,2,3,5,1,7,8,2,3,2,6,7,8,4,13,7,5,1,0,0,0
S00135672,5,6,0,3,9,8,15,12,7,12,5,2,8,4,4,2,2,0,1,0,0
S00135673,3,5,9,2,5,0,1,4,7,4,9,8,3,1,5,6,2,8,2,0,0
S00135674,6,8,1,2,3,7,7,8,7,3,5,1,6,4,10,3,5,1,0,0,0
S00135675,11,15,9,6,12,17,8,4,9,9,10,13,8,7,2,2,5,3,0,0,0
S00135676,2,0,0,1,6,4,9,8,6,12,3,9,3,1,10,3,4,1,0,0,0
S00135677,7,7,4,5,7,7,4,8,3,7,3,6,3,2,0,0,0,0,0,0,0
S00135678,6,5,4,5,5,8,17,11,8,10,10,7,2,11,3,0,0,2,1,0,0
S00135679,4,1,1,4,6,2,10,8,6,5,8,11,2,8,6,1,0,1,0,0,0
S00135680,7,12,9,5,7,1,9,9,5,6,6,8,5,6,4,3,2,2,1,0,0
S00135681,6,6,8,7,10,11,13,13,11,8,6,12,1,2,0,5,1,1,3,0,0
S00135682,4,9,4,5,2,5,5,11,6,4,12,3,6,6,5,7,0,0,0,0,0
S00135683,5,11,3,6,4,10,12,12,2,7,10,10,2,5,2,1,1,1,1,0,0
S00135684,0,0,0,0,7,2,8,6,3,11,6,4,7,3,2,2,2,2,0,0,0
S00135685,10,23,3,3,1,7,15,20,4,4,13,7,7,5,7,11,3,0,0,0,0
S00135686,0,0,0,0,0,1,4,0,1,1,4,9,12,13,17,17,19,5,2,2,0
S00135687,9,2,8,6,9,14,6,17,5,17,10,12,7,5,2,0,0,0,0,0,0
S00135688,4,4,2,8,7,3,8,3,9,11,4,6,13,11,11,11,2,6,0,0,0
S00135689,7,9,8,4,12,3,4,14,8,7,3,6,4,1,4,0,1,2,1,0,0
S00135690,1,4,5,8,5,5,11,7,14,13,6,15,7,1,7,5,0,1,0,0,0
S00135691,7,7,11,4,10,7,12,11,6,7,9,11,7,3,1,2,4,0,0,4,0
S00135692,1,3,2,1,10,8,11,5,3,4,5,5,4,4,0,4,0,0,1,0,0
S00135693,10,8,10,5,1,7,17,15,14,3,8,6,7,1,2,0,0,4,0,0,0
S00135694,7,4,4,1,5,1,4,3,4,4,5,12,7,2,7,15,4,4,1,0,0
S00135695,1,0,1,2,5,8,2,6,7,5,6,14,8,3,7,2,0,0,1,0,0
S00135696,1,0,0,2,15,13,18,2,2,0,0,2,4,0,0,0,0,0,0,0,0
S00135697,9,7,5,4,9,9,13,15,12,7,3,4,9,3,2,0,0,1,1,0,0
S00135698,7,3,9,6,17,7,11,13,12,2,3,18,3,9,6,3,5,3,0,0,0
S00135699,6,10,7,7,9,9,9,15,15,12,9,7,10,8,7,1,0,1,0,0,0
S00135700,5,1,8,4,1,2,15,7,7,0,6,4,3,1,1,0,0,0,0,0,0
S00135701,6,8,0,2,4,9,12,4,7,2,8,9,2,5,12,2,1,2,2,0,0
S00135702,0,2,4,1,5,5,4,5,5,8,7,20,8,6,11,6,3,3,0,0,0
S00135703,3,4,1,3,4,7,7,7,10,8,3,6,0,3,1,0,0,0,0,0,0
S00135704,0,0,0,6,5,2,6,10,0,7,7,7,9,2,1,0,0,0,0,0,0
S00135705,3,9,12,5,1,4,17,16,12,5,1,1,6,1,0,1,0,0,0,0,0
S00135706,19,26,8,8,8,22,14,7,16,9,0,2,5,3,1,0,0,0,0,0,0
S00135707,6,4,3,2,3,5,9,9,5,2,10,9,4,1,4,0,0,0,0,0,0
S00135708,11,10,6,4,11,9,10,8,11,13,6,4,1,3,4,7,7,0,0,0,0
S00135709,13,15,11,4,5,6,13,17,3,5,5,8,4,8,3,3,0,1,0,0,0
S00135710,1,10,5,12,1,6,2,6,5,7,5,5,2,3,0,0,0,0,0,0,0
S00135711,7,4,4,3,16,12,22,6,6,5,11,2,1,3,0,0,1,0,0,0,0
S00135712,2,7,16,18,2,8,7,7,12,20,7,11,2,9,1,1,0,1,0,0,0
S00135713,6,6,4,4,7,9,12,8,8,0,10,5,4,5,0,5,0,0,0,0,0
S00135714,9,4,4,7,11,10,13,12,8,4,5,17,9,6,2,3,2,0,2,0,0
S00135715,10,11,3,9,3,5,7,8,4,9,13,8,9,2,7,4,5,1,0,0,0
S00135716,3,8,1,3,8,21,8,5,5,10,12,6,5,5,7,5,3,0,0,0,0
S00135717,6,6,3,1,18,9,21,11,15,10,3,4,4,4,2,1,0,1,1,0,0
S00135718,5,6,1,6,11,6,1,2,8,3,3,6,5,3,2,3,1,1,0,0,0
S00135719,17,18,27,9,15,15,15,15,10,15,14,11,8,5,0,0,0,0,0,0,0
S00135720,10,11,8,13,6,15,8,11,10,8,15,15,14,11,16,15,7,0,0,0,0
S00135721,21,3,13,7,10,11,12,9,10,9,17,13,14,7,2,6,2,2,0,0,0
S00135722,5,6,3,7,9,8,4,9,1,2,13,3,3,0,0,3,0,0,0,0,0
S00135723,0,11,6,0,0,4,4,10,2,6,3,1,4,13,7,3,3,1,2,0,0
S00135724,0,5,10,7,1,0,7,4,7,7,9,5,8,4,5,3,1,1,0,0,0
S00135725,9,15,16,14,5,7,10,8,6,4,5,9,8,1,1,2,0,1,0,0,0
S00135726,15,28,11,7,11,14,16,24,9,11,9,7,7,1,1,1,4,0,0,0,0
S00135727,9,16,8,7,10,8,13,14,16,14,2,5,1,1,0,0,1,2,0,0,0
S00135728,6,3,5,2,5,3,5,5,10,11,8,9,6,10,6,1,4,0,0,0,0
S00135729,0,0,0,1,1,7,8,2,4,8,5,7,3,6,16,6,8,7,0,0,0
S00135730,9,8,3,13,3,7,7,8,4,8,3,8,2,3,8,3,5,0,1,0,0
S00135731,2,6,5,6,7,11,4,6,9,6,7,0,1,4,5,2,1,2,0,0,0
S00135732,4,6,0,6,9,3,5,10,4,11,9,7,8,9,4,5,2,2,0,0,0
S00135733,10,5,9,6,7,5,14,8,5,0,6,2,4,6,0,1,1,0,0,0,0
S00135734,7,2,0,33,33,27,27,17,4,7,3,8,2,4,4,3,6,1,1,0,0
S00135735,8,7,6,7,6,7,12,6,2,10,4,7,3,11,3,1,1,0,0,0,0
S00135736,0,3,1,2,6,6,10,8,8,2,6,6,8,6,3,2,4,3,0,0,0
S00135737,3,9,7,0,3,7,10,8,7,9,5,4,4,1,1,0,0,0,0,0,0
S00135738,19,17,19,6,17,12,9,11,17,16,3,12,13,5,5,1,0,1,0,0,0
S00135739,16,14,14,6,9,2,13,13,6,9,6,3,5,1,0,1,0,0,0,0,0
S00135740,3,6,8,3,0,14,5,10,6,4,7,8,7,7,5,6,1,0,0,0,0
S00135741,4,9,1,6,6,3,6,5,5,3,1,1,6,5,3,1,5,0,0,0,0
S00135742,13,3,1,4,4,14,11,9,1,5,8,9,9,2,2,6,0,3,1,0,0
S00135743,7,12,13,5,0,6,7,5,14,6,5,12,3,5,2,0,0,0,0,0,0
S00135744,4,10,9,6,8,3,6,5,16,4,11,4,6,0,1,0,0,0,0,0,0
S00135745,11,2,3,1,14,10,14,15,7,5,5,5,11,5,4,4,0,0,0,0,0
S00135746,7,1,2,0,9,2,2,1,5,4,3,6,4,1,0,2,0,2,1,0,0
S00135747,2,8,4,4,4,8,4,2,8,3,4,9,7,9,11,6,0,0,0,0,0
S00135748,5,2,11,4,3,3,13,10,7,13,10,14,8,5,5,2,5,3,0,0,0
S00135749,0,0,0,3,14,3,6,6,4,10,9,6,3,3,0,1,0,0,0,0,0
S00135750,1,5,7,6,5,8,8,9,6,8,15,11,3,1,1,1,3,0,0,0,0
S00135751,2,8,6,2,5,12,10,12,7,10,9,14,15,9,6,2,0,0,0,0,0
S00135752,9,11,7,2,2,6,8,7,4,11,4,9,0,2,0,0,0,0,0,0,0
S00135753,1,6,0,2,20,16,10,14,4,7,5,3,4,0,3,2,0,0,0,0,0
S00135754,6,15,9,8,5,6,19,0,6,4,11,5,8,2,7,3,1,0,1,0,0
S00135755,8,18,24,16,6,5,21,20,22,13,7,2,2,0,0,2,1,1,0,0,0
S00135756,0,0,2,11,11,11,4,7,0,7,7,12,4,7,4,4,1,0,0,0,0
S00135757,6,4,3,6,0,8,10,5,13,7,11,8,4,10,9,1,1,0,1,0,0
S00135758,1,5,6,3,5,2,4,5,5,4,2,3,10,16,12,7,10,2,0,0,0
S00135759,8,17,13,8,6,2,11,4,3,5,5,1,2,1,0,1,0,0,0,0,0
S00135760,1,7,7,7,3,4,7,9,6,6,3,2,3,0,0,0,0,0,0,0,0
S00135761,10,13,11,9,4,5,11,11,7,11,2,5,5,2,5,1,0,0,0,0,0
S00135762,3,6,5,4,13,8,10,19,7,6,3,11,13,2,3,2,0,0,0,1,0
S00135763,4,2,3,2,7,15,4,4,4,3,3,1,1,6,9,7,1,1,0,0,0
S00135764,7,6,13,5,5,3,9,7,12,9,6,3,8,5,2,1,6,0,0,0,0
S00135765,10,9,8,8,14,17,27,6,8,12,8,7,5,5,4,0,0,2,0,0,0
S00135766,2,3,1,4,12,13,7,8,7,3,10,10,4,5,7,2,3,0,0,0,0
S00135767,12,10,12,14,5,10,7,18,7,8,7,7,3,2,3,3,2,0,1,0,0
S00135768,12,27,32,21,18,8,22,8,15,4,14,17,7,6,4,2,0,1,1,0,0
S00135769,9,7,9,8,11,8,5,15,4,13,11,7,7,5,5,0,0,1,0,0,0
S00135770,2,10,6,3,22,9,2,11,11,7,6,6,5,6,0,1,0,1,0,0,0
S00135771,7,11,7,5,10,10,19,15,4,8,7,7,6,5,5,2,1,0,0,0,0
S00135772,7,15,13,11,5,10,13,16,9,9,19,15,16,12,13,3,0,0,0,0,0
S00135773,18,19,16,18,27,7,21,7,8,11,10,0,5,1,0,0,0,1,0,0,0
S00135774,5,6,8,8,5,2,2,6,11,4,5,9,6,4,0,0,0,0,0,0,0
S00135775,27,15,16,12,20,20,37,14,5,3,10,4,8,3,1,1,0,0,0,0,0
S00135776,6,4,3,13,6,10,7,5,7,3,6,17,1,3,0,5,1,0,0,0,0
S00135777,6,5,10,4,12,5,2,10,5,12,4,9,13,9,11,8,7,11,7,1,0
S00135778,3,4,7,6,8,8,9,4,6,7,2,4,5,4,4,2,0,0,0,0,0
S00135779,7,2,1,4,7,11,12,4,8,7,4,5,15,7,10,5,5,5,2,0,0
S00135780,8,6,13,5,9,13,8,17,7,9,8,8,5,1,0,0,0,0,0,0,0
S00135781,6,8,14,5,7,7,11,9,12,1,8,10,8,9,5,1,2,0,0,0,0
S00135782,6,2,1,3,5,7,8,4,0,7,8,10,5,5,7,1,4,3,3,0,0
S00135783,10,10,4,6,8,18,5,7,12,20,17,4,7,12,4,6,2,1,0,0,0
S00135784,6,11,7,6,9,1,4,6,10,7,8,4,5,4,2,0,1,0,0,0,0
S00135785,0,3,4,7,12,3,0,8,10,5,4,4,4,3,0,0,0,0,0,0,0
S00135786,11,17,17,13,14,10,5,6,14,18,10,11,5,5,0,2,2,0,0,0,0
S00135787,1,2,3,3,4,6,2,6,5,3,2,5,2,1,5,1,2,1,0,0,0
S00135788,2,6,7,7,4,9,7,6,11,1,14,11,4,9,9,4,3,3,0,0,0
S00135789,8,9,6,2,0,4,3,10,9,7,2,9,8,6,6,5,5,2,0,0,0
S00135790,4,10,10,10,12,12,6,18,8,11,2,8,3,1,2,1,0,0,1,0,0
S00135791,5,6,11,5,14,15,13,9,13,19,15,19,9,8,1,0,2,0,0,0,0
S00135792,5,8,15,12,5,3,4,11,12,12,7,4,2,4,0,0,2,0,0,0,0
S00135793,1,10,10,8,4,3,7,10,17,10,8,2,4,2,0,1,0,0,0,0,0
S00135794,6,8,13,12,9,6,5,5,11,14,21,16,11,7,7,1,2,2,0,0,0
S00135795,4,3,5,6,10,4,10,8,2,4,7,7,7,10,1,3,1,0,0,0,0
S00135796,10,9,4,3,4,10,7,12,2,7,8,9,4,11,6,2,0,4,0,0,0
S00135797,6,3,9,29,52,21,24,11,14,9,8,13,3,3,2,1,0,0,0,0,0
S00135798,0,3,3,4,18,5,10,8,5,6,3,7,4,2,3,3,0,0,0,0,0
S00135799,10,22,16,21,10,9,13,12,21,6,11,10,15,7,5,2,2,0,0,0,1
S00135800,5,5,6,8,5,2,12,5,2,10,7,9,7,4,0,2,4,3,0,0,0
S00135801,4,5,4,6,2,7,5,9,11,4,2,7,3,2,1,1,0,0,0,0,0
S00135802,7,6,5,3,11,3,12,6,6,6,5,1,2,1,3,4,1,2,0,0,0
S00135803,6,6,4,4,10,7,1,5,6,7,11,4,3,3,6,1,1,3,2,2,0
S00135804,3,11,4,8,7,4,7,5,9,1,9,5,7,15,8,4,0,1,0,0,0
S00135805,4,0,0,0,12,6,8,4,5,2,5,7,4,3,3,8,7,0,0,0,0
S00135806,6,25,9,14,0,6,6,15,10,19,2,3,10,5,3,1,2,0,0,0,0
S00135807,4,5,6,5,20,7,11,8,4,12,2,9,0,3,7,2,0,0,0,0,0
S00135808,6,7,8,2,9,7,4,10,4,3,2,3,9,18,13,6,5,1,2,0,0
S00135809,6,4,9,3,9,5,5,3,11,16,4,8,7,2,3,0,0,0,0,0,0
S00135810,0,8,18,17,4,0,2,6,11,22,8,9,5,4,10,4,0,0,0,0,0
S00135811,6,17,28,14,10,19,6,17,16,5,6,6,12,6,8,2,0,0,0,0,0
S00135812,8,8,7,6,11,6,11,14,12,9,3,10,2,4,5,0,2,0,0,0,0
S00135813,4,6,15,7,15,5,2,11,15,7,20,3,2,3,4,2,2,0,0,0,0
S00135814,9,2,3,2,12,10,8,10,3,6,3,0,4,0,0,0,0,0,0,0,0
S00135815,0,2,1,0,1,0,0,3,0,0,2,11,8,13,11,7,5,2,1,0,0
S00135816,11,2,4,1,1,7,13,6,8,4,6,8,6,7,11,8,3,3,0,0,0
S00135817,4,10,13,6,9,5,7,9,13,5,8,4,5,11,4,2,0,2,0,0,0
S00135818,4,6,2,4,10,8,8,6,9,5,6,10,9,8,3,0,2,2,0,0,0
S00135819,8,6,7,10,4,7,9,6,6,6,9,11,7,3,3,2,3,0,0,0,0
S00135820,17,17,23,10,9,13,10,17,21,12,19,2,2,1,1,0,0,0,0,0,0
S00135821,3,2,2,3,5,5,11,4,5,3,2,12,6,8,4,5,2,1,0,1,0
S00135822,8,18,17,20,9,8,3,17,8,10,9,9,2,1,1,1,0,0,1,0,0
S00135823,14,19,25,8,17,9,13,16,17,13,11,3,7,1,4,1,1,0,0,0,0
S00135824,11,9,26,9,7,10,12,20,14,14,14,16,8,13,7,5,5,1,1,0,0
S00135825,6,10,8,9,6,3,7,16,3,9,11,1,0,2,3,2,4,0,0,0,0
S00135826,6,12,8,7,7,6,11,5,16,8,6,6,4,0,0,0,0,0,0,0,0
S00135827,6,3,4,11,3,1,4,2,2,3,3,3,2,8,3,2,5,0,2,0,0
S00135828,12,10,4,3,6,13,22,18,1,14,9,17,9,2,2,2,1,1,0,0,0
S00135829,2,2,1,2,4,3,2,4,5,3,0,5,17,14,13,8,2,4,4,0,0
S00135830,9,1,0,3,1,4,8,1,4,6,5,2,3,1,3,1,2,2,2,2,0
S00135831,9,6,3,10,5,9,3,4,12,5,16,8,8,6,4,2,3,0,0,0,0
S00135832,11,12,5,6,9,13,19,20,17,15,17,11,11,6,7,4,0,0,0,0,0
S00135833,5,5,9,6,6,5,4,13,8,7,8,7,10,14,6,1,0,0,2,0,0
S00135834,8,10,6,7,5,13,8,7,3,10,4,5,9,2,1,8,1,0,0,0,0
S00135835,6,9,11,7,5,10,17,16,13,10,8,14,8,9,6,2,2,1,0,0,0
S00135836,5,15,7,3,1,11,8,13,10,2,11,6,5,11,8,4,0,4,0,0,0
S00135837,10,8,13,12,4,5,8,16,7,13,9,6,10,10,5,4,0,0,0,0,0
S00135838,1,3,4,26,23,23,5,7,11,11,12,9,4,5,7,1,4,4,1,0,0
S00135839,10,15,16,65,60,18,18,19,13,7,5,6,11,3,1,0,0,0,0,0,0
S00135840,25,10,7,7,18,8,18,13,18,12,10,13,4,2,2,1,1,1,0,0,0
S00135841,1,0,4,2,1,1,5,1,3,2,10,6,2,8,6,2,5,3,0,1,0
S00135842,4,7,1,0,9,7,4,8,4,3,5,6,4,6,3,5,4,1,4,0,0
S00135843,1,4,3,0,1,0,7,4,2,0,3,7,5,12,18,4,1,6,4,1,0
S00135844,0,3,7,5,4,2,6,3,7,4,5,4,4,1,5,4,3,2,0,0,0
S00135845,7,7,3,3,6,3,0,6,6,3,5,8,2,5,4,8,1,0,0,0,0
S00135846,4,2,4,5,3,5,14,15,6,2,8,6,3,12,8,5,6,0,1,0,0
S00135847,3,0,2,71,59,32,20,3,3,3,0,6,9,2,4,2,5,0,0,0,0
S00135848,12,7,9,5,12,9,12,12,14,9,8,3,3,8,2,1,0,0,0,0,0
S00135849,0,2,0,2,1,6,7,5,5,0,6,8,9,5,7,3,1,2,3,0,0
S00135850,3,9,8,6,3,3,6,3,5,11,5,8,4,3,2,6,2,0,0,0,0
S00135851,9,14,12,11,6,6,13,15,13,4,10,13,1,3,0,1,1,1,0,0,0
S00135852,4,1,1,2,12,14,16,3,5,2,4,4,2,0,0,0,0,0,0,0,0
S00135853,0,0,0,1,0,6,0,3,0,2,5,4,4,7,10,16,10,4,8,0,0
S00135854,1,6,4,1,4,2,5,1,9,7,3,5,5,6,6,0,7,1,1,0,0
S00135855,2,0,0,1,15,7,4,3,4,8,9,3,11,9,11,7,4,2,0,0,0
S00135856,2,2,1,1,5,12,15,3,5,4,1,4,1,3,4,0,2,0,0,0,0
S00135857,5,5,3,1,3,2,6,3,7,4,7,2,8,4,1,3,3,0,0,0,0
S00135858,1,1,4,6,4,5,0,3,3,2,10,4,1,0,7,2,4,1,0,0,0
S00135859,2,1,2,2,7,2,6,7,12,3,3,3,2,6,4,3,0,2,1,0,0
S00135860,11,22,21,20,5,3,13,3,13,8,4,9,0,2,3,0,0,0,1,1,0
S00135861,1,5,3,2,1,3,9,4,2,5,6,4,7,6,13,9,5,6,5,0,0
S00135862,4,5,3,3,2,8,6,4,6,7,7,4,4,5,9,1,2,3,0,0,0
S00135863,7,10,3,1,2,5,8,8,9,9,6,8,7,5,9,2,1,0,0,0,0
S00135864,5,7,4,6,11,4,2,6,7,8,3,8,3,7,3,1,3,2,0,0,0
S00135865,2,1,2,3,11,8,3,2,5,5,11,4,7,7,1,1,3,0,1,0,0
S00135866,3,13,13,17,9,6,12,11,9,5,5,0,3,2,0,0,0,0,0,0,0
S00135867,5,10,4,3,8,7,18,8,5,11,6,10,6,2,0,4,0,1,1,0,0
S00135868,7,1,2,7,15,16,14,10,7,4,4,10,5,7,2,0,3,0,0,0,0
S00135869,3,3,9,2,5,0,2,3,5,4,3,5,13,8,3,6,2,1,1,0,0
S00135870,0,0,0,1,11,10,7,7,6,6,7,2,2,2,1,2,1,0,0,0,0
S00135871,13,17,17,13,30,18,12,8,10,14,17,8,2,3,2,0,0,0,0,0,0
S00135872,1,2,4,1,1,2,2,0,0,3,1,4,10,14,12,14,5,7,5,0,1
S00135873,5,7,10,4,4,9,9,6,3,13,10,8,14,10,7,2,2,2,0,0,0
S00135874,4,9,6,2,14,12,20,6,6,4,8,3,5,8,2,0,1,3,0,0,0
S00135875,11,11,9,8,6,9,9,9,8,10,12,10,6,2,5,0,0,1,2,0,0
S00135876,6,8,5,3,7,7,4,7,4,9,4,10,11,9,5,5,2,0,0,0,0
S00135877,13,12,10,6,10,7,11,14,5,4,9,6,17,9,9,8,3,2,0,0,0
S00135878,7,9,6,14,28,18,11,18,13,11,9,2,5,2,0,2,0,1,0,0,0
S00135879,1,3,12,5,6,2,4,8,7,6,1,8,6,5,3,5,3,0,0,0,0
S00135880,8,8,1,31,63,20,27,11,10,0,1,6,2,2,2,3,0,0,0,0,0
S00135881,4,5,8,3,8,9,7,7,7,7,4,13,8,10,6,3,2,0,0,0,0
