oa_code_2021,white_total,asian_asian_scottish_or_asian_british_total,african_total,caribbean_or_black_total,other_ethnic_groups_total
S00159713,225,59,5,2,9
S00159714,111,11,0,0,1
S00159715,111,51,1,0,0
S00159716,97,0,1,0,0
S00159717,75,10,13,1,23
S00159718,114,36,0,0,4
S00159719,77,0,0,0,0
S00159720,130,12,3,0,0
S00159721,139,8,0,0,0
S00159722,83,6,0,0,0
S00159723,100,6,0,0,0
S00159724,92,1,5,0,0
S00159725,49,6,4,0,1
S00159726,126,2,9,0,9
S00159727,107,12,4,0,6
S00159728,70,20,1,0,0
S00159729,110,50,5,1,18
S00159730,92,9,8,0,5
S00159731,119,0,7,0,0
S00159732,73,3,0,0,4
S00159733,71,15,1,0,5
S00159734,134,11,8,0,8
S00159735,44,8,34,1,7
S00159736,68,7,0,0,0
S00159737,101,0,0,0,2
S00159738,181,12,8,1,0
S00159739,89,1,0,0,4
S00159740,70,6,4,2,0
S00159741,134,13,19,0,5
S00159742,43,10,2,0,5
S00159743,73,14,0,0,3
S00159744,80,26,0,0,5
S00159745,60,0,4,0,0
S00159746,79,13,4,0,8
S00159747,148,1,6,1,0
S00159748,56,1,2,0,12
S00159749,97,9,12,0,4
S00159750,114,20,0,0,9
S00159751,93,6,0,0,1
S00159752,144,5,1,0,10
S00159753,103,19,0,0,0
S00159754,103,9,34,0,17
S00159755,75,20,7,0,6
S00159756,79,8,1,0,6
S00159757,79,10,8,0,6
S00159758,98,10,6,0,0
S00159759,85,2,2,0,3
S00159760,151,0,0,0,0
S00159761,55,4,8,0,3
S00159762,72,8,1,3,4
S00159763,67,1,0,0,0
S00159764,88,0,0,0,0
S00159765,105,4,0,1,2
S00159766,66,4,7,0,4
S00159767,78,4,1,0,1
S00159768,88,18,1,1,5
S00159769,85,4,0,0,2
S00159770,50,22,7,0,9
S00159771,75,6,2,0,8
S00159772,130,2,0,0,3
S00159773,151,0,0,0,0
S00159774,161,32,4,0,11
S00159775,36,17,7,2,3
S00159776,69,7,2,1,0
S00159777,101,27,3,1,11
S00159778,111,0,1,0,0
S00159779,63,20,1,0,4
S00159780,111,17,0,0,0
S00159781,73,12,0,0,11
S00159782,69,21,16,3,7
S00159783,57,0,5,0,6
S00159784,109,7,6,0,11
S00159785,80,2,9,2,6
S00159786,112,49,30,0,10
S00159787,109,1,6,0,5
S00159788,65,11,10,0,6
S00159789,99,0,1,0,1
S00159790,56,5,0,0,0
S00159791,71,24,8,0,4
S00159792,82,8,0,0,0
S00159793,100,11,0,0,4
S00159794,80,53,24,0,7
S00159795,73,10,2,0,6
S00159796,65,9,3,0,6
S00159797,68,5,2,0,0
S00159798,52,8,6,0,1
S00159799,61,9,3,0,7
S00159800,66,0,0,0,0
S00159801,130,7,2,5,4
S00159802,51,40,6,0,3
S00159803,75,3,0,0,0
S00159804,66,23,0,0,11
S00159805,52,10,0,2,8
S00159806,84,55,0,0,13
S00159807,66,25,3,0,0
S00159808,111,37,7,0,14
S00159809,147,4,0,0,0
S00159810,82,23,5,0,12
S00159811,62,7,10,0,1
S00159812,56,13,0,0,4
S00159813,95,2,0,0,2
S00159814,61,2,8,0,0
S00159815,63,7,7,0,2
S00159816,94,0,12,4,3
S00159817,67,1,1,0,0
S00159818,111,0,10,0,0
S00159819,109,18,7,0,17
S00159820,57,39,0,0,2
S00159821,58,18,0,0,10
S00159822,166,23,0,0,0
S00159823,110,0,4,0,0
S00159824,60,8,21,0,0
S00159825,106,1,14,0,4
S00159826,159,12,0,0,1
S00159827,105,5,0,0,0
S00159828,124,0,0,0,0
S00159829,68,0,0,0,7
S00159830,88,0,0,0,0
S00159831,73,11,0,0,0
S00159832,82,53,6,0,8
S00159833,43,34,2,0,0
S00159834,58,41,0,0,4
S00159835,81,61,5,0,1
S00159836,63,51,8,0,13
S00159837,55,7,2,0,0
S00159838,90,8,5,1,6
S00159839,86,5,2,0,2
S00159840,156,2,0,0,0
S00159841,119,7,0,4,4
S00159842,86,8,0,0,0
S00159843,124,0,0,0,0
S00159844,112,13,5,0,0
S00159845,78,0,0,0,0
S00159846,80,6,0,0,0
S00159847,82,40,13,2,5
S00159848,76,0,0,0,0
S00159849,92,1,1,0,1
S00159850,51,28,0,0,2
S00159851,57,11,0,0,1
S00159852,68,126,0,2,4
S00159853,46,11,4,1,2
S00159854,94,12,0,0,0
S00159855,68,4,4,0,2
S00159856,111,18,0,0,0
S00159857,65,1,27,0,0
S00159858,41,45,0,0,0
S00159859,96,3,0,0,0
S00159860,71,4,6,0,0
S00159861,69,0,0,0,0
S00159862,84,0,4,0,0
S00159863,63,15,4,0,0
S00159864,146,6,0,0,5
S00159865,65,1,3,0,0
S00159866,47,22,10,3,17
S00159867,50,45,4,0,13
S00159868,74,6,0,0,0
S00159869,48,15,1,1,0
S00159870,64,9,2,4,1
S00159871,101,2,4,0,17
S00159872,68,88,1,1,3
S00159873,149,0,1,0,4
S00159874,90,0,0,0,0
S00159875,105,8,0,0,1
S00159876,83,0,0,0,0
S00159877,60,4,0,0,0
S00159878,89,5,4,0,0
S00159879,58,9,0,0,1
S00159880,59,5,4,0,1
S00159881,133,0,0,0,0
S00159882,93,18,3,0,3
S00159883,89,4,0,0,0
S00159884,85,9,4,0,0
S00159885,106,3,3,0,1
S00159886,84,23,0,0,0
S00159887,117,4,2,0,5
S00159888,51,9,1,0,0
S00159889,77,6,0,0,1
S00159890,81,25,19,1,6
S00159891,59,20,10,1,2
S00159892,43,26,0,0,0
S00159893,81,4,30,0,2
S00159894,98,3,0,0,0
S00159895,102,0,1,1,0
S00159896,96,5,0,1,0
S00159897,134,20,3,0,12
S00159898,42,18,0,0,5
S00159899,86,15,24,0,1
S00159900,74,8,5,0,2
S00159901,127,21,1,0,2
S00159902,97,0,0,0,0
S00159903,96,2,4,0,3
S00159904,46,18,1,0,3
S00159905,79,6,1,0,4
S00159906,163,3,0,0,0
S00159907,81,1,0,0,0
S00159908,82,4,0,0,1
S00159909,115,4,4,0,0
S00159910,61,1,4,0,10
S00159911,98,6,7,0,14
S00159912,121,5,0,0,0
S00159913,97,20,5,0,0
S00159914,61,80,3,0,2
S00159915,101,0,14,0,1
S00159916,70,6,3,0,4
S00159917,147,10,2,0,0
S00159918,93,3,1,0,7
S00159919,110,19,0,2,1
S00159920,56,0,2,1,2
S00159921,56,51,10,0,0
S00159922,113,5,0,0,11
S00159923,46,1,14,2,6
S00159924,74,6,0,0,0
S00159925,41,14,4,0,12
S00159926,64,0,0,0,0
S00159927,63,4,35,0,0
S00159928,60,3,1,0,0
S00159929,180,7,0,0,0
S00159930,107,0,2,0,0
S00159931,98,34,12,3,9
S00159932,110,4,2,0,1
S00159933,104,0,0,0,0
S00159934,168,10,4,1,10
S00159935,108,9,0,1,10
S00159936,83,0,0,0,0
S00159937,63,7,0,0,6
S00159938,81,18,7,0,1
S00159939,129,2,9,0,0
S00159940,64,8,0,0,1
S00159941,108,0,2,0,0
S00159942,89,7,0,0,0
S00159943,59,0,1,0,0
S00159944,69,31,0,0,9
S00159945,150,6,0,0,0
S00159946,72,0,0,0,0
S00159947,84,0,0,0,0
S00159948,78,0,0,0,2
S00159949,116,4,6,0,0
S00159950,91,9,9,0,12
S00159951,111,0,17,0,0
S00159952,94,0,0,0,0
S00159953,97,1,4,1,6
S00159954,82,6,10,0,1
S00159955,122,2,9,0,0
S00159956,83,6,0,0,0
S00159957,153,1,0,0,0
S00159958,181,12,0,0,1
S00159959,96,24,1,0,1
S00159960,73,13,0,1,1
S00159961,112,2,4,0,0
S00159962,71,12,4,1,5
S00159963,64,3,12,1,0
S00159964,101,2,7,0,7
S00159965,82,8,0,0,0
S00159966,157,0,0,1,1
S00159967,92,0,2,0,0
S00159968,95,30,3,0,0
S00159969,85,103,0,0,3
S00159970,60,0,10,0,4
S00159971,62,1,8,0,3
S00159972,95,0,5,0,5
S00159973,96,0,0,0,0
S00159974,89,5,0,0,1
S00159975,64,21,2,0,2
S00159976,158,5,8,1,6
S00159977,94,0,0,1,0
S00159978,101,4,1,0,0
S00159979,88,4,7,0,6
S00159980,85,19,10,0,4
S00159981,108,9,11,0,3
S00159982,126,0,2,0,0
S00159983,133,3,2,0,0
S00159984,95,9,5,0,3
S00159985,58,15,0,0,5
S00159986,68,15,6,0,0
S00159987,73,0,16,0,2
S00159988,73,0,0,0,0
S00159989,86,2,9,0,0
S00159990,84,13,5,0,2
S00159991,99,7,0,0,1
S00159992,100,0,0,0,0
S00159993,98,1,0,0,0
S00159994,78,6,3,0,0
S00159995,114,0,9,0,0
S00159996,87,14,27,0,8
S00159997,154,0,6,0,0
S00159998,76,7,0,6,0
S00159999,77,0,3,0,0
S00160000,117,2,4,0,0
S00160001,74,13,1,0,1
S00160002,84,0,0,0,0
S00160003,74,0,0,0,4
S00160004,103,7,2,0,6
S00160005,64,25,22,0,4
S00160006,86,12,14,0,0
S00160007,84,6,3,0,0
S00160008,82,5,0,0,0
S00160009,72,22,0,0,1
S00160010,38,74,0,0,1
S00160011,129,6,5,4,0
S00160012,109,3,0,0,2
S00160013,86,0,8,0,0
S00160014,76,0,5,0,0
S00160015,75,11,3,0,2
S00160016,83,0,0,0,5
S00160017,84,27,40,0,15
S00160018,127,8,12,0,0
S00160019,57,2,9,0,1
S00160020,73,2,2,0,0
S00160021,96,18,0,0,4
S00160022,80,19,0,0,5
S00160023,124,6,0,0,0
S00160024,102,7,0,0,0
S00160025,92,0,0,0,7
S00160026,108,0,0,0,0
S00160027,96,0,0,0,0
S00160028,79,1,1,1,0
S00160029,72,5,1,1,14
S00160030,108,52,22,1,20
S00160031,74,12,11,0,2
S00160032,76,7,0,0,0
S00160033,98,0,0,0,0
S00160034,96,20,4,0,0
S00160035,162,13,0,0,0
S00160036,77,18,40,3,5
S00160037,123,0,7,0,5
S00160038,69,6,11,0,1
S00160039,124,0,0,0,0
S00160040,172,17,4,0,4
S00160041,130,0,4,0,0
S00160042,131,2,24,0,0
S00160043,99,8,24,0,14
S00160044,84,26,0,0,0
S00160045,66,0,65,0,6
S00160046,81,6,0,0,2
S00160047,59,4,0,0,0
S00160048,132,2,10,0,0
S00160049,91,21,40,0,25
S00160050,111,6,0,0,0
S00160051,102,13,0,0,2
S00160052,78,10,5,0,0
S00160053,162,7,0,0,0
S00160054,55,4,8,0,1
S00160055,109,4,0,0,0
S00160056,186,1,4,0,8
S00160057,95,21,0,0,5
S00160058,67,0,0,0,0
S00160059,129,0,2,0,0
S00160060,63,13,5,1,5
S00160061,53,21,35,1,15
S00160062,64,4,0,0,0
S00160063,83,22,5,0,0
S00160064,84,0,0,0,0
S00160065,134,0,3,3,13
S00160066,57,0,8,0,7
S00160067,71,0,4,6,5
S00160068,124,12,0,0,1
S00160069,80,4,0,0,0
S00160070,118,8,6,1,0
S00160071,106,12,0,0,4
S00160072,115,2,15,0,4
S00160073,58,5,5,0,0
S00160074,93,10,0,0,0
S00160075,90,0,6,0,0
S00160076,133,9,0,0,0
S00160077,124,2,0,0,0
S00160078,77,1,0,0,0
S00160079,93,24,5,0,15
S00160080,84,4,0,0,0
S00160081,103,11,6,0,2
S00160082,118,6,16,0,12
S00160083,46,19,0,0,1
S00160084,80,5,2,0,0
S00160085,44,17,27,0,39
S00160086,117,6,0,0,0
S00160087,166,1,0,0,0
S00160088,68,0,0,0,1
S00160089,89,0,0,0,0
S00160090,92,1,0,0,2
S00160091,67,34,19,0,4
S00160092,88,9,23,0,12
S00160093,92,11,1,0,4
S00160094,84,11,5,1,9
S00160095,64,0,10,0,0
S00160096,103,5,2,0,0
S00160097,57,24,48,1,3
S00160098,111,10,14,0,0
S00160099,65,4,1,0,2
S00160100,78,26,0,0,16
S00160101,58,2,0,0,2
S00160102,79,4,5,0,2
S00160103,78,19,43,0,8
S00160104,90,6,0,0,0
S00160105,110,5,0,0,0
S00160106,62,4,26,0,4
S00160107,34,60,45,0,9
S00160108,132,0,3,0,0
S00160109,74,4,2,3,0
S00160110,124,0,0,0,0
S00160111,67,4,3,0,2
S00160112,68,1,0,0,6
S00160113,129,0,0,0,0
S00160114,56,27,1,0,3
S00160115,113,17,4,0,11
S00160116,85,0,3,0,6
S00160117,66,5,7,0,1
S00160118,93,19,0,0,0
S00160119,109,38,20,1,31
S00160120,62,13,6,0,0
S00160121,71,0,0,0,0
S00160122,66,4,0,0,0
S00160123,95,6,0,1,0
S00160124,99,14,2,0,11
S00160125,88,22,5,0,0
S00160126,141,4,0,0,10
S00160127,99,0,0,0,0
S00160128,85,3,8,2,0
S00160129,105,0,0,0,1
S00160130,81,10,26,0,4
S00160131,51,5,8,0,0
S00160132,120,0,2,0,0
S00160133,124,9,1,0,0
S00160134,162,11,0,0,0
S00160135,87,9,12,0,5
S00160136,115,0,0,0,0
S00160137,98,25,0,0,5
S00160138,83,6,11,1,1
S00160139,167,3,1,0,2
S00160140,55,1,4,0,6
S00160141,86,11,7,3,0
S00160142,80,2,21,1,12
S00160143,91,19,4,1,1
S00160144,54,7,18,0,3
S00160145,134,2,21,1,2
S00160146,109,8,9,0,1
S00160147,69,0,1,0,2
S00160148,74,0,0,0,2
S00160149,50,3,6,0,0
S00160150,151,20,3,0,0
S00160151,73,13,0,0,2
S00160152,103,29,0,0,0
S00160153,120,6,0,0,0
S00160154,126,28,0,0,0
S00160155,90,6,3,0,0
S00160156,102,17,2,0,5
S00160157,75,7,19,0,0
S00160158,96,0,1,0,0
S00160159,111,36,0,0,4
S00160160,56,18,10,0,2
S00160161,159,7,4,0,1
S00160162,125,3,6,0,0
S00160163,112,32,3,0,3
S00160164,58,7,1,0,1
S00160165,119,16,16,0,0
S00160166,104,0,2,0,0
S00160167,93,2,1,0,0
S00160168,134,0,2,0,0
S00160169,63,2,0,0,0
S00160170,96,1,0,0,1
S00160171,91,0,0,0,0
S00160172,72,0,0,0,0
S00160173,57,3,0,0,0
S00160174,71,0,0,0,0
S00160175,105,1,0,0,0
S00160176,83,0,1,0,0
S00160177,43,36,0,0,16
S00160178,113,11,0,0,4
S00160179,96,0,0,0,0
S00160180,177,8,0,0,2
S00160181,83,1,0,0,0
S00160182,88,12,3,0,14
S00160183,126,4,2,0,1
S00160184,88,5,0,0,0
S00160185,99,11,1,0,2
S00160186,59,3,0,0,0
S00160187,55,27,2,0,0
S00160188,123,0,0,0,0
S00160189,80,3,0,0,0
S00160190,109,11,0,0,0
S00160191,72,5,0,0,0
S00160192,87,20,12,1,7
S00160193,132,69,3,0,0
S00160194,85,7,2,1,0
S00160195,34,192,1,0,7
S00160196,68,17,0,0,3
S00160197,100,23,0,0,6
S00160198,90,3,0,0,0
S00160199,63,3,4,0,7
S00160200,73,27,20,1,7
S00160201,87,26,0,0,1
S00160202,108,6,13,5,8
S00160203,47,37,5,0,2
S00160204,65,0,2,0,0
S00160205,102,3,0,0,6
S00160206,118,7,0,0,0
S00160207,67,2,1,0,0
S00160208,107,6,0,0,1
S00160209,70,17,21,0,2
S00160210,53,25,15,0,5
S00160211,86,45,5,0,6
S00160212,82,1,0,1,2
S00160213,102,0,0,0,3
S00160214,55,28,0,0,0
S00160215,63,81,3,0,9
S00160216,63,37,15,0,9
S00160217,102,2,0,0,0
S00160218,99,17,5,0,5
S00160219,136,3,1,0,4
S00160220,76,0,0,1,2
S00160221,62,47,14,0,5
S00160222,103,9,1,0,0
S00160223,175,22,6,0,4
S00160224,93,18,0,0,0
S00160225,52,43,0,0,3
S00160226,54,11,0,0,0
S00160227,68,0,2,0,1
S00160228,95,0,3,0,0
S00160229,96,0,0,0,0
S00160230,84,27,18,2,4
S00160231,92,7,2,2,9
S00160232,141,0,0,0,0
S00160233,58,0,4,0,0
S00160234,81,12,1,1,0
S00160235,36,4,51,0,20
S00160236,98,0,0,0,0
S00160237,77,3,5,5,9
S00160238,62,0,2,0,4
S00160239,122,19,10,1,2
S00160240,109,24,37,0,29
S00160241,80,0,0,0,0
S00160242,100,18,3,1,0
S00160243,85,0,0,0,1
S00160244,124,1,0,0,1
S00160245,109,4,4,0,0
S00160246,89,21,1,2,0
S00160247,82,5,25,0,16
S00160248,83,0,1,0,0
S00160249,120,1,3,0,0
S00160250,52,3,7,0,0
S00160251,71,4,7,0,3
S00160252,84,2,25,0,2
S00160253,111,1,6,0,10
S00160254,120,6,1,0,0
S00160255,92,0,0,0,0
S00160256,96,5,0,0,5
S00160257,73,0,0,0,0
S00160258,134,2,0,0,1
S00160259,42,15,3,0,0
S00160260,102,0,0,0,0
S00160261,62,7,0,0,0
S00160262,76,6,0,0,0
S00160263,76,0,0,0,0
S00160264,66,6,0,0,7
S00160265,101,0,0,0,2
S00160266,59,155,12,0,6
S00160267,109,3,23,0,2
S00160268,63,1,0,1,0
S00160269,117,2,0,0,0
S00160270,84,0,0,0,0
S00160271,89,7,0,0,0
S00160272,82,6,1,0,3
S00160273,76,3,0,0,1
S00160274,70,30,13,0,5
S00160275,91,11,0,0,1
S00160276,73,3,8,0,0
S00160277,82,2,0,0,3
S00160278,131,0,0,1,0
S00160279,48,64,6,4,6
S00160280,90,0,0,0,0
S00160281,106,14,4,0,0
S00160282,129,11,6,0,0
S00160283,65,4,3,0,0
S00160284,79,6,6,0,0
S00160285,70,24,0,0,0
S00160286,48,10,6,0,0
S00160287,78,87,0,1,4
S00160288,71,2,0,0,0
S00160289,202,13,0,0,0
S00160290,134,5,0,0,0
S00160291,41,27,0,0,0
S00160292,58,23,4,1,4
S00160293,97,0,0,0,0
S00160294,41,19,0,0,8
S00160295,97,5,12,0,0
S00160296,87,9,6,0,1
S00160297,90,11,25,0,5
S00160298,112,32,2,2,4
S00160299,100,50,10,0,1
S00160300,85,4,0,0,0
S00160301,64,32,2,0,6
S00160302,63,111,0,0,6
S00160303,69,0,0,0,0
S00160304,114,0,0,0,0
S00160305,70,0,0,0,0
S00160306,54,50,4,0,7
S00160307,78,29,1,0,1
S00160308,107,9,4,0,1
S00160309,61,36,5,0,7
S00160310,81,0,4,0,6
S00160311,98,6,0,0,0
S00160312,78,0,28,0,10
S00160313,73,5,2,0,7
S00160314,143,10,8,0,0
S00160315,75,76,0,0,10
S00160316,305,17,51,1,3
S00160317,81,1,0,0,0
S00160318,199,2,0,0,0
S00160319,66,3,12,0,0
S00160320,63,2,0,0,0
S00160321,139,4,0,0,0
S00160322,79,17,1,1,0
S00160323,69,1,7,0,0
S00160324,94,4,0,0,0
S00160325,51,28,1,0,1
S00160326,93,0,0,0,1
S00160327,62,0,15,0,2
S00160328,72,8,3,1,6
S00160329,117,2,17,0,8
S00160330,84,2,1,0,0
S00160331,45,9,6,0,1
S00160332,53,11,1,0,0
S00160333,100,0,5,0,0
S00160334,52,59,0,0,0
S00160335,109,8,6,0,12
S00160336,54,4,10,0,0
S00160337,187,15,1,0,1
S00160338,87,7,0,0,2
S00160339,143,2,0,0,0
S00160340,70,14,15,0,6
S00160341,88,5,2,0,1
S00160342,87,6,0,0,0
S00160343,111,17,5,0,5
S00160344,73,8,2,0,0
S00160345,119,0,0,0,0
S00160346,49,10,10,0,0
S00160347,83,0,0,0,0
S00160348,102,0,0,0,0
S00160349,89,2,0,0,0
S00160350,133,0,0,0,0
S00160351,109,1,0,0,0
S00160352,62,16,2,0,0
S00160353,126,4,0,0,0
S00160354,103,1,1,2,0
S00160355,41,23,18,0,14
S00160356,76,1,0,0,0
S00160357,149,2,0,0,0
S00160358,70,2,8,0,1
S00160359,68,19,0,0,2
S00160360,72,9,5,0,3
S00160361,83,15,2,0,7
S00160362,153,11,7,0,15
S00160363,113,5,2,0,0
S00160364,94,3,2,0,1
S00160365,92,4,0,0,0
S00160366,121,0,0,0,6
S00160367,150,38,6,0,13
S00160368,98,0,0,0,0
S00160369,58,45,0,3,0
S00160370,62,5,18,0,0
S00160371,83,4,2,0,1
S00160372,132,30,0,0,39
S00160373,108,57,0,0,0
S00160374,61,2,0,0,4
S00160375,91,6,16,0,6
S00160376,99,14,1,1,0
S00160377,141,4,1,0,0
S00160378,132,0,0,0,0
S00160379,173,11,0,0,0
S00160380,116,11,4,0,4
S00160381,68,25,0,0,0
S00160382,131,2,3,0,1
S00160383,117,14,3,0,4
S00160384,116,28,11,0,1
S00160385,58,4,2,0,4
S00160386,87,0,4,0,0
S00160387,83,7,24,0,14
S00160388,181,32,8,0,0
S00160389,129,22,20,0,2
S00160390,80,7,1,0,0
S00160391,96,4,0,0,0
S00160392,90,4,1,0,0
S00160393,175,0,0,0,0
S00160394,57,18,0,0,0
S00160395,56,19,1,0,0
S00160396,43,0,18,0,12
S00160397,166,5,0,0,0
S00160398,51,88,2,0,10
S00160399,76,0,0,0,0
S00160400,82,4,0,0,0
S00160401,83,0,0,0,0
S00160402,74,9,8,0,0
S00160403,76,93,21,0,29
S00160404,107,35,0,0,0
S00160405,45,28,1,0,2
S00160406,94,32,2,0,3
S00160407,106,35,0,0,4
S00160408,151,0,6,0,0
S00160409,80,57,3,0,4
S00160410,80,12,7,0,7
S00160411,78,47,0,0,0
S00160412,123,10,4,0,0
S00160413,72,70,0,0,2
S00160414,101,24,2,0,2
S00160415,114,3,4,0,2
S00160416,86,5,0,0,0
S00160417,55,2,1,0,4
S00160418,56,6,8,0,6
S00160419,86,0,0,0,0
S00160420,179,25,45,0,4
S00160421,60,0,1,1,6
S00160422,83,47,7,0,29
S00160423,81,1,0,0,0
S00160424,133,15,2,0,0
S00160425,111,0,0,0,0
S00160426,160,28,19,0,1
S00160427,81,21,5,0,3
S00160428,43,9,3,0,9
S00160429,95,14,0,0,0
S00160430,87,4,5,0,1
S00160431,67,0,0,0,0
S00160432,92,15,22,0,0
S00160433,52,144,8,0,24
S00160434,88,0,0,0,0
S00160435,56,4,0,0,7
S00160436,57,10,0,0,1
S00160437,108,0,3,0,0
S00160438,122,6,4,0,0
S00160439,57,3,0,0,0
S00160440,57,14,0,0,5
S00160441,84,0,0,0,0
S00160442,104,9,0,0,2
S00160443,112,5,6,2,2
S00160444,76,0,0,0,0
S00160445,121,2,2,0,0
S00160446,65,4,0,1,1
S00160447,104,0,0,0,0
S00160448,60,0,0,1,0
S00160449,88,51,0,1,5
S00160450,68,10,0,0,0
S00160451,73,5,0,0,0
S00160452,105,0,0,0,0
S00160453,175,21,0,0,0
S00160454,67,5,0,0,4
S00160455,39,90,0,0,5
S00160456,117,3,2,0,1
S00160457,78,0,10,0,0
S00160458,96,23,0,0,1
S00160459,104,18,0,0,0
S00160460,69,0,0,0,0
S00160461,58,0,3,0,1
S00160462,52,6,8,0,12
S00160463,90,12,2,0,0
S00160464,113,0,2,0,2
S00160465,82,42,0,0,0
S00160466,111,6,0,0,2
S00160467,82,24,0,0,0
S00160468,120,1,0,0,0
S00160469,59,17,4,0,1
S00160470,103,0,1,0,2
S00160471,88,3,0,0,0
S00160472,95,6,0,0,0
S00160473,97,0,0,0,0
S00160474,77,15,0,0,0
S00160475,77,1,0,0,0
S00160476,91,12,0,0,0
S00160477,78,8,0,0,3
S00160478,108,6,26,0,6
S00160479,58,36,24,0,5
S00160480,48,0,11,0,2
S00160481,127,0,1,0,0
S00160482,74,0,6,0,0
S00160483,97,8,10,2,12
S00160484,80,23,8,0,0
S00160485,86,0,3,0,0
S00160486,65,70,0,0,15
S00160487,83,1,1,0,4
S00160488,47,111,0,0,4
S00160489,58,0,1,0,0
S00160490,43,6,18,1,11
S00160491,106,16,6,0,0
S00160492,103,5,3,0,0
S00160493,48,119,3,0,0
S00160494,167,0,0,0,0
S00160495,74,0,1,0,0
S00160496,79,3,8,2,0
S00160497,134,34,2,0,0
S00160498,83,1,0,0,0
S00160499,142,8,17,0,0
S00160500,34,155,0,2,2
S00160501,44,64,0,0,1
S00160502,82,8,2,0,1
S00160503,60,74,1,0,6
S00160504,99,5,11,1,3
S00160505,97,0,0,0,0
S00160506,34,120,0,0,6
S00160507,102,0,0,0,2
S00160508,85,0,0,0,0
S00160509,91,0,4,0,0
S00160510,84,14,10,0,4
S00160511,120,7,10,0,1
S00160512,77,11,15,0,0
S00160513,125,0,0,0,0
S00160514,205,22,1,0,0
S00160515,66,7,0,0,0
S00160516,77,17,23,0,4
S00160517,83,2,1,0,0
S00160518,49,56,5,0,9
S00160519,49,5,4,0,1
S00160520,100,2,0,0,1
S00160521,103,8,0,0,4
S00160522,69,0,3,0,1
S00160523,108,4,0,0,4
S00160524,160,4,0,0,0
S00160525,83,16,7,1,2
S00160526,155,2,0,0,0
S00160527,74,35,0,0,0
S00160528,135,0,16,1,0
S00160529,130,0,0,0,0
S00160530,190,19,0,0,12
S00160531,98,4,25,0,4
S00160532,111,2,8,0,0
S00160533,135,8,21,0,5
S00160534,81,10,19,0,8
S00160535,114,5,0,0,0
S00160536,67,0,7,0,0
S00160537,103,50,3,0,0
S00160538,78,0,1,0,2
S00160539,108,7,5,0,0
S00160540,53,0,12,0,0
S00160541,63,2,2,0,3
S00160542,61,10,2,0,0
S00160543,163,0,1,0,4
S00160544,47,17,0,0,2
S00160545,140,18,9,0,1
S00160546,72,0,0,0,1
S00160547,93,11,8,0,0
S00160548,66,0,1,2,0
S00160549,138,24,0,0,0
S00160550,88,3,0,0,0
S00160551,80,2,1,0,3
S00160552,121,18,0,0,0
S00160553,113,103,0,1,4
S00160554,111,5,0,0,2
S00160555,45,29,1,0,1
S00160556,148,10,15,0,0
S00160557,90,0,8,0,0
S00160558,97,18,3,0,5
S00160559,53,27,3,0,3
S00160560,79,9,0,0,3
S00160561,68,5,4,0,0
S00160562,75,2,0,0,2
S00160563,81,12,4,0,6
S00160564,61,35,0,0,4
S00160565,84,30,2,0,8
S00160566,95,16,2,0,1
S00160567,67,11,17,0,0
S00160568,101,0,8,0,0
S00160569,153,6,1,0,0
S00160570,34,130,0,0,6
S00160571,78,94,0,0,3
S00160572,54,7,6,5,0
S00160573,93,0,7,0,0
S00160574,75,45,1,0,0
S00160575,148,12,0,1,1
S00160576,81,10,3,0,0
S00160577,61,0,0,0,1
S00160578,81,5,0,0,0
S00160579,56,3,7,0,0
S00160580,95,2,7,0,0
S00160581,152,1,0,0,3
S00160582,84,0,2,0,0
S00160583,79,4,1,0,0
S00160584,117,11,3,0,0
S00160585,183,12,1,0,1
S00160586,81,1,0,0,0
S00160587,105,5,0,0,4
S00160588,81,21,0,0,0
S00160589,86,1,0,0,0
S00160590,74,11,0,0,0
S00160591,49,27,12,0,1
S00160592,140,20,0,0,0
S00160593,75,15,1,0,0
S00160594,116,26,6,0,0
S00160595,60,9,0,0,2
S00160596,92,10,10,0,2
S00160597,95,22,0,0,0
S00160598,74,51,6,0,1
S00160599,134,12,0,0,0
S00160600,75,0,0,0,0
S00160601,59,24,12,2,18
S00160602,72,7,6,0,0
S00160603,152,3,2,0,5
S00160604,91,2,0,0,0
S00160605,90,132,0,0,1
S00160606,98,18,0,0,3
S00160607,146,2,0,0,0
S00160608,100,1,1,0,1
S00160609,96,7,1,0,0
S00160610,138,3,0,0,0
S00160611,126,6,2,0,0
S00160612,112,0,4,0,0
S00160613,94,0,0,0,0
S00160614,53,19,0,1,0
S00160615,144,2,6,0,0
S00160616,75,0,0,0,0
S00160617,68,12,0,0,2
S00160618,37,28,0,0,4
S00160619,122,13,0,0,1
S00160620,61,52,3,0,9
S00160621,143,8,0,0,3
S00160622,146,0,0,2,0
S00160623,134,1,2,0,0
S00160624,86,25,5,1,4
S00160625,111,1,0,1,3
S00160626,112,4,0,0,0
S00160627,86,4,0,0,5
S00160628,87,14,3,0,4
S00160629,65,19,0,0,2
S00160630,64,0,1,1,1
S00160631,78,2,10,0,4
S00160632,116,3,6,0,4
S00160633,107,19,7,0,0
S00160634,118,16,32,0,4
S00160635,71,95,9,0,22
S00160636,60,27,6,0,1
S00160637,93,0,6,0,0
S00160638,100,1,16,1,8
S00160639,123,5,27,0,1
S00160640,105,8,0,0,0
S00160641,97,10,0,0,4
