oa_code_2021,white_total,asian_asian_scottish_or_asian_british_total,african_total,caribbean_or_black_total,other_ethnic_groups_total
S00178507,212,0,0,0,0
S00178508,122,5,0,0,3
S00178509,152,0,0,1,0
S00178510,173,0,0,0,0
S00178511,150,0,0,0,0
S00178512,99,3,0,0,0
S00178513,82,0,0,0,2
S00178514,107,0,0,0,2
S00178515,83,0,1,0,0
S00178516,179,0,0,0,0
S00178517,111,0,0,0,0
S00178518,150,1,0,0,0
S00178519,121,3,0,0,0
S00178520,91,0,0,0,0
S00178521,56,0,0,0,0
S00178522,153,0,0,0,0
S00178523,104,0,0,0,0
S00178524,103,0,0,0,0
S00178525,116,4,0,0,0
S00178526,102,11,0,0,0
S00178527,71,5,0,0,0
S00178528,61,5,0,0,11
S00178529,188,5,0,0,0
S00178530,90,0,0,0,0
S00178531,90,0,0,0,0
S00178532,117,0,0,0,0
S00178533,95,0,0,0,0
S00178534,154,0,4,1,0
S00178535,82,1,0,0,0
S00178536,117,0,0,0,0
S00178537,56,0,7,0,2
S00178538,109,2,0,0,0
S00178539,119,0,0,2,0
S00178540,95,1,1,0,0
S00178541,149,0,0,0,0
S00178542,99,2,0,0,0
S00178543,129,1,0,0,0
S00178544,187,2,0,0,0
S00178545,107,0,0,0,0
S00178546,110,0,0,0,0
S00178547,87,0,4,0,0
S00178548,114,4,1,0,0
S00178549,104,0,0,2,0
S00178550,115,0,0,0,0
S00178551,105,1,0,0,0
S00178552,115,0,0,0,0
S00178553,130,0,0,0,1
S00178554,99,1,0,1,0
S00178555,64,1,0,0,0
S00178556,120,9,0,0,0
S00178557,66,0,0,0,0
S00178558,110,0,0,1,0
S00178559,77,0,0,0,0
S00178560,132,0,0,0,0
S00178561,79,2,0,0,0
S00178562,107,0,0,0,0
S00178563,88,3,0,0,0
S00178564,69,0,0,0,0
S00178565,123,0,0,0,0
S00178566,183,1,0,0,0
S00178567,82,0,0,0,0
S00178568,101,2,0,0,0
S00178569,101,5,0,0,0
S00178570,114,0,0,0,1
S00178571,91,0,0,0,0
S00178572,102,1,0,0,0
S00178573,69,0,0,0,0
S00178574,173,1,0,0,0
S00178575,160,4,0,0,0
S00178576,91,0,0,0,0
S00178577,106,0,0,0,0
S00178578,65,0,0,0,0
S00178579,77,0,0,0,0
S00178580,158,0,0,0,0
S00178581,116,0,0,0,2
S00178582,84,2,0,0,0
S00178583,88,1,0,0,0
S00178584,160,2,0,2,0
S00178585,103,0,1,0,0
S00178586,94,0,0,0,0
S00178587,97,0,0,0,0
S00178588,146,2,0,0,0
S00178589,109,0,0,0,0
S00178590,123,0,0,0,0
S00178591,162,0,0,0,0
S00178592,64,0,0,0,0
S00178593,138,1,2,0,1
S00178594,85,0,0,0,0
S00178595,115,0,0,0,0
S00178596,64,1,0,0,0
S00178597,179,0,0,0,0
S00178598,127,0,0,0,0
S00178599,89,0,3,0,0
S00178600,179,0,0,0,1
S00178601,69,0,0,0,0
S00178602,177,1,0,0,0
S00178603,106,0,0,1,0
S00178604,121,1,0,0,1
S00178605,110,8,0,0,1
S00178606,114,2,0,1,1
S00178607,101,0,0,0,0
S00178608,120,0,0,0,0
S00178609,78,0,0,0,0
S00178610,75,0,0,0,0
S00178611,100,0,0,0,0
S00178612,75,0,0,0,0
S00178613,99,0,0,0,0
S00178614,91,0,0,0,0
S00178615,145,2,0,0,0
S00178616,99,1,6,0,0
S00178617,84,0,0,0,0
S00178618,72,0,0,0,0
S00178619,92,0,0,0,0
S00178620,94,2,0,0,0
S00178621,168,0,0,0,0
S00178622,111,0,0,0,0
S00178623,124,1,0,0,0
S00178624,121,0,0,0,1
S00178625,134,0,0,0,0
S00178626,106,0,0,0,0
S00178627,73,0,0,0,0
S00178628,69,4,0,0,0
S00178629,73,0,0,0,0
S00178630,140,1,0,0,0
S00178631,119,0,0,0,0
S00178632,87,4,0,0,0
S00178633,62,4,0,0,2
S00178634,70,1,0,0,0
S00178635,123,1,0,0,0
S00178636,152,0,0,0,0
S00178637,72,0,0,0,0
S00178638,102,0,0,0,0
S00178639,126,1,0,0,0
S00178640,96,0,0,0,0
S00178641,119,0,0,0,0
S00178642,76,0,0,0,3
S00178643,107,0,0,0,1
S00178644,133,0,0,0,0
S00178645,66,0,0,0,0
S00178646,127,1,1,0,0
S00178647,144,2,0,0,0
S00178648,139,0,0,0,0
S00178649,91,0,0,0,0
S00178650,64,0,0,0,0
S00178651,107,5,0,0,0
S00178652,95,2,0,0,0
S00178653,133,2,0,0,0
S00178654,93,0,0,0,0
S00178655,135,1,0,0,0
S00178656,86,0,0,0,0
S00178657,130,2,0,1,2
S00178658,66,0,0,0,0
S00178659,106,2,0,0,1
S00178660,138,0,0,0,0
S00178661,127,1,0,0,0
S00178662,64,0,0,0,0
S00178663,81,0,0,0,6
S00178664,161,5,0,1,0
S00178665,81,3,0,1,0
S00178666,136,0,0,0,1
S00178667,124,0,2,0,1
S00178668,74,1,0,0,0
S00178669,108,0,0,0,0
S00178670,62,0,0,0,0
S00178671,142,4,0,0,0
S00178672,140,0,0,0,0
S00178673,120,0,0,0,0
S00178674,110,0,0,0,0
S00178675,114,0,0,0,1
S00178676,157,3,0,0,0
S00178677,95,0,0,0,2
S00178678,127,0,0,0,0
S00178679,166,0,0,0,0
S00178680,131,1,0,0,1
S00178681,84,2,0,0,0
S00178682,97,0,0,0,0
S00178683,128,4,1,0,2
S00178684,152,0,0,0,2
S00178685,74,0,0,0,0
S00178686,132,0,0,0,0
S00178687,107,0,0,0,0
S00178688,114,1,0,0,0
S00178689,84,0,0,0,0
S00178690,99,0,0,0,0
S00178691,139,0,0,0,1
S00178692,201,0,0,0,1
S00178693,85,0,0,0,0
S00178694,95,0,0,0,0
S00178695,192,6,4,0,0
S00178696,322,24,3,6,26
S00178697,232,7,0,0,0
S00178698,154,1,0,2,0
S00178699,92,0,0,0,0
S00178700,106,0,0,0,0
S00178701,153,0,0,0,0
S00178702,217,1,0,0,0
S00178703,93,0,0,5,3
S00178704,125,1,0,2,0
S00178705,179,0,0,0,0
S00178706,182,2,0,0,0
S00178707,113,2,0,0,0
S00178708,217,5,0,0,0
S00178709,204,0,0,0,0
S00178710,168,0,0,0,0
S00178711,123,0,0,0,0
S00178712,115,1,1,0,0
S00178713,154,1,0,0,0
S00178714,82,0,0,0,0
S00178715,110,0,0,0,0
S00178716,93,0,2,0,1
S00178717,105,0,0,0,0
S00178718,214,0,0,0,1
S00178719,122,1,4,1,0
S00178720,113,1,1,0,0
S00178721,114,3,0,0,0
S00178722,150,0,0,6,0
S00178723,70,0,0,0,0
S00178724,89,0,0,0,0
S00178725,119,12,0,0,0
S00178726,97,1,0,0,0
S00178727,118,0,0,0,0
S00178728,97,3,0,0,0
S00178729,140,1,0,0,0
S00178730,162,0,0,0,1
S00178731,133,0,0,0,1
S00178732,137,0,0,0,0
S00178733,161,0,1,0,0
S00178734,101,6,0,0,0
S00178735,183,3,0,0,0
S00178736,108,0,0,0,0
S00178737,96,0,0,0,2
S00178738,197,0,2,0,0
S00178739,91,0,0,0,1
S00178740,76,0,0,0,2
S00178741,96,0,0,0,0
S00178742,123,0,0,1,0
S00178743,150,0,0,0,0
S00178744,136,0,0,0,0
S00178745,112,1,0,0,0
S00178746,118,0,0,0,0
S00178747,117,0,0,0,1
S00178748,150,0,0,0,0
S00178749,71,1,0,0,0
S00178750,138,0,0,0,0
S00178751,151,8,0,0,0
S00178752,81,0,0,0,2
S00178753,112,2,0,0,0
S00178754,70,2,0,0,0
S00178755,149,1,0,0,1
S00178756,85,4,0,0,0
S00178757,58,2,0,0,0
S00178758,135,4,0,0,0
S00178759,137,1,0,0,0
S00178760,75,0,0,0,1
S00178761,120,0,0,0,0
S00178762,59,0,0,0,0
S00178763,138,0,0,0,0
S00178764,70,0,0,0,2
S00178765,75,4,1,0,0
S00178766,116,1,0,0,0
S00178767,60,2,0,1,0
S00178768,172,6,0,0,0
S00178769,127,0,0,0,0
S00178770,66,0,0,0,0
S00178771,100,1,0,0,1
S00178772,118,2,0,0,1
S00178773,127,4,5,0,0
S00178774,78,0,0,0,0
S00178775,93,4,0,0,0
S00178776,117,0,0,0,0
S00178777,104,0,0,0,0
S00178778,126,0,0,0,0
S00178779,132,0,0,0,0
S00178780,167,4,0,0,0
S00178781,86,0,0,1,0
S00178782,65,0,0,0,0
S00178783,70,0,0,0,0
S00178784,76,0,0,0,1
S00178785,137,1,0,2,0
S00178786,70,1,0,0,0
S00178787,159,1,0,0,0
S00178788,180,3,0,0,0
S00178789,108,1,0,0,0
S00178790,250,3,0,2,1
S00178791,107,0,0,0,0
S00178792,78,0,0,0,0
S00178793,97,0,0,0,0
S00178794,188,0,0,0,1
S00178795,70,0,0,0,0
S00178796,121,0,0,0,0
S00178797,116,1,0,0,2
S00178798,132,3,0,0,1
S00178799,164,2,0,0,0
S00178800,165,0,0,0,1
S00178801,123,1,0,0,0
S00178802,171,0,0,0,2
S00178803,133,3,0,0,0
S00178804,61,0,0,0,0
S00178805,141,0,1,0,0
S00178806,122,0,0,0,0
S00178807,107,0,1,0,1
S00178808,186,4,0,0,0
S00178809,91,1,2,0,1
S00178810,126,0,0,2,0
S00178811,161,1,1,0,3
S00178812,112,0,0,0,0
S00178813,70,7,9,0,0
S00178814,112,0,0,0,0
S00178815,130,9,0,0,0
S00178816,71,3,0,0,1
S00178817,181,0,0,1,0
S00178818,137,4,0,0,0
S00178819,79,19,2,0,2
S00178820,81,1,0,0,1
S00178821,97,4,5,0,4
S00178822,115,0,0,0,0
S00178823,68,1,0,0,0
S00178824,98,1,0,0,1
S00178825,64,0,0,0,0
S00178826,154,5,0,0,0
S00178827,101,1,0,0,0
S00178828,147,0,0,1,1
S00178829,86,2,0,0,0
S00178830,104,6,0,0,1
S00178831,68,4,0,0,2
S00178832,107,17,5,0,1
S00178833,100,83,20,0,10
S00178834,117,0,1,0,0
S00178835,97,0,0,0,0
S00178836,164,2,0,0,0
S00178837,134,0,0,1,0
S00178838,74,0,0,0,1
S00178839,97,4,0,0,0
S00178840,111,4,0,0,0
S00178841,120,2,1,0,1
S00178842,1429,228,58,4,59
S00178843,103,0,0,0,1
S00178844,107,3,0,0,0
S00178845,74,3,1,0,0
S00178846,113,0,0,0,0
S00178847,135,5,0,0,2
S00178848,102,0,4,0,0
S00178849,67,0,1,0,0
S00178850,118,0,0,0,0
S00178851,66,0,0,0,0
S00178852,141,0,2,0,0
S00178853,188,3,0,0,2
S00178854,105,9,0,0,0
S00178855,63,0,0,0,0
S00178856,77,4,0,0,1
S00178857,72,0,0,1,0
S00178858,127,2,0,0,0
S00178859,243,6,0,0,1
S00178860,103,1,4,0,0
S00178861,149,0,0,0,2
S00178862,73,0,0,0,0
S00178863,92,0,0,0,0
S00178864,110,4,0,1,0
S00178865,119,5,0,0,0
S00178866,132,4,0,0,0
S00178867,164,9,0,0,0
S00178868,88,2,8,0,0
S00178869,129,5,1,0,0
S00178870,116,13,0,0,1
S00178871,142,2,0,0,0
S00178872,88,1,0,0,0
S00178873,155,0,1,0,0
S00178874,126,12,0,0,1
S00178875,129,2,2,0,1
S00178876,208,7,0,0,3
S00178877,113,0,0,0,0
S00178878,115,0,0,0,0
S00178879,137,0,0,0,0
S00178880,135,14,0,0,1
S00178881,150,0,4,1,4
S00178882,131,0,0,0,0
S00178883,218,10,0,0,0
S00178884,147,11,0,0,0
S00178885,245,0,0,0,0
S00178886,159,2,0,0,0
S00178887,135,0,0,0,0
S00178888,90,6,0,0,1
S00178889,99,0,0,0,0
S00178890,81,0,0,0,0
S00178891,94,12,4,0,0
S00178892,165,16,2,0,0
S00178893,98,2,0,0,0
S00178894,95,5,4,0,4
S00178895,167,8,0,0,1
S00178896,61,4,1,0,0
S00178897,121,1,0,0,4
S00178898,108,4,0,0,0
S00178899,95,0,4,0,0
S00178900,171,7,1,0,0
S00178901,154,13,0,0,0
S00178902,90,0,0,0,0
S00178903,145,2,17,0,0
S00178904,79,3,2,0,0
S00178905,88,3,0,4,0
S00178906,157,0,0,0,1
S00178907,362,18,4,0,5
S00178908,149,6,0,0,3
S00178909,135,8,0,0,1
S00178910,110,13,14,0,1
S00178911,161,1,0,0,2
S00178912,90,0,0,1,0
S00178913,75,0,0,0,0
S00178914,95,2,15,0,0
S00178915,88,7,0,0,0
S00178916,150,1,0,0,1
S00178917,77,0,0,0,0
S00178918,71,4,0,0,1
S00178919,99,18,1,0,1
S00178920,108,0,5,0,3
S00178921,108,10,0,0,4
S00178922,69,3,2,0,0
S00178923,80,0,0,0,0
S00178924,70,0,0,0,2
S00178925,114,2,0,0,2
S00178926,145,5,0,0,1
S00178927,92,0,0,0,0
S00178928,131,27,2,3,5
S00178929,85,0,0,0,0
S00178930,141,11,1,0,2
S00178931,83,0,1,0,0
S00178932,110,6,0,0,0
S00178933,91,0,0,0,6
S00178934,79,1,0,0,0
S00178935,124,2,0,0,0
S00178936,157,0,0,0,0
S00178937,144,3,0,0,2
S00178938,177,2,0,0,0
S00178939,99,8,0,0,0
S00178940,152,0,0,0,0
S00178941,133,6,0,0,0
S00178942,65,1,0,0,0
S00178943,110,1,6,0,0
S00178944,122,0,0,0,0
S00178945,178,4,0,0,0
S00178946,101,0,0,0,0
S00178947,90,6,0,0,2
S00178948,158,0,2,0,0
S00178949,97,3,0,0,2
S00178950,132,0,0,0,0
S00178951,139,6,2,0,1
S00178952,104,9,0,0,5
S00178953,83,0,0,0,0
S00178954,316,17,4,0,14
S00178955,82,1,8,0,0
S00178956,89,0,0,0,0
S00178957,146,3,0,0,1
S00178958,158,16,0,2,1
S00178959,137,4,0,0,2
S00178960,128,8,0,9,2
S00178961,79,5,5,0,6
S00178962,99,7,6,1,2
S00178963,154,1,0,0,1
S00178964,153,18,2,3,5
S00178965,72,1,1,0,0
S00178966,122,2,0,1,1
S00178967,107,14,0,0,4
S00178968,88,0,0,0,3
S00178969,101,4,0,0,0
S00178970,88,3,0,0,0
S00178971,87,0,0,0,0
S00178972,149,1,0,1,0
S00178973,170,0,1,0,1
S00178974,97,7,0,0,6
S00178975,104,3,6,0,2
S00178976,130,8,0,0,4
S00178977,116,6,0,0,6
S00178978,60,1,0,0,0
S00178979,153,4,6,0,5
S00178980,77,14,0,0,0
S00178981,130,7,0,0,1
S00178982,73,5,0,0,1
S00178983,91,1,1,0,0
S00178984,155,10,1,0,0
S00178985,85,4,4,0,3
S00178986,222,54,11,4,18
S00178987,74,2,0,0,0
S00178988,73,13,0,0,0
S00178989,94,2,0,0,2
S00178990,99,6,0,0,0
S00178991,117,4,0,0,0
S00178992,127,1,0,0,0
S00178993,75,0,0,0,0
S00178994,77,1,0,0,2
S00178995,81,8,0,0,0
S00178996,56,12,0,0,0
S00178997,63,3,8,0,1
S00178998,131,25,4,0,5
S00178999,95,0,0,0,0
S00179000,92,0,0,0,0
S00179001,55,1,1,0,0
S00179002,119,3,0,0,6
S00179003,121,0,0,1,1
S00179004,53,11,2,0,0
S00179005,275,32,6,3,10
S00179006,153,0,0,0,0
S00179007,173,0,0,2,1
S00179008,76,0,0,0,0
S00179009,131,6,0,0,8
S00179010,105,1,0,0,0
S00179011,135,4,0,0,0
S00179012,106,0,0,0,5
S00179013,69,3,0,0,0
S00179014,74,16,2,0,2
S00179015,69,1,0,0,0
S00179016,180,29,8,0,3
S00179017,115,1,0,0,0
S00179018,148,2,0,0,0
S00179019,98,0,0,0,0
S00179020,113,0,0,2,0
S00179021,139,0,2,0,0
S00179022,69,14,6,0,2
S00179023,122,0,0,0,0
S00179024,81,4,6,0,0
S00179025,84,5,0,0,0
S00179026,83,5,1,0,3
S00179027,84,0,0,0,0
S00179028,121,0,0,0,0
S00179029,221,0,0,0,0
S00179030,112,1,0,0,0
S00179031,99,0,0,0,0
S00179032,106,11,0,0,0
S00179033,82,5,0,0,0
S00179034,105,0,0,0,0
S00179035,157,0,0,0,0
S00179036,75,5,0,0,4
S00179037,92,0,0,0,0
S00179038,93,10,0,0,1
S00179039,71,0,3,0,4
S00179040,139,4,1,1,0
S00179041,85,0,0,0,0
S00179042,70,0,0,0,0
S00179043,146,0,0,0,0
S00179044,91,5,0,0,3
S00179045,79,6,3,0,0
S00179046,83,11,0,0,1
S00179047,103,1,3,0,1
S00179048,91,8,0,0,0
S00179049,137,1,0,0,0
S00179050,98,4,0,0,0
S00179051,83,0,0,0,0
S00179052,172,0,0,0,2
S00179053,133,3,0,0,0
S00179054,92,3,0,0,0
S00179055,85,1,0,0,0
S00179056,126,1,0,0,4
S00179057,89,1,0,0,0
S00179058,90,0,0,0,1
S00179059,153,2,0,0,0
S00179060,87,7,0,0,0
S00179061,157,4,0,1,0
S00179062,93,0,0,0,0
S00179063,109,0,0,0,0
S00179064,143,0,3,0,0
S00179065,112,1,0,0,2
S00179066,112,0,0,0,0
S00179067,105,0,0,0,0
S00179068,70,0,0,0,0
S00179069,116,0,0,0,0
S00179070,176,0,0,0,6
S00179071,81,9,1,0,0
S00179072,65,0,5,0,0
S00179073,135,1,0,0,0
S00179074,174,5,0,0,0
S00179075,83,0,0,0,0
S00179076,73,0,0,0,0
S00179077,113,4,0,0,0
S00179078,118,3,0,0,0
S00179079,132,2,0,0,4
S00179080,54,1,1,0,0
S00179081,141,1,0,0,0
S00179082,157,0,0,0,2
S00179083,79,0,0,0,0
S00179084,93,3,0,0,0
S00179085,124,0,1,0,1
S00179086,113,0,0,0,1
S00179087,124,5,1,0,0
S00179088,89,3,4,0,0
S00179089,118,12,0,0,0
S00179090,134,1,1,0,0
S00179091,121,4,4,0,0
S00179092,95,0,0,0,0
S00179093,76,4,0,0,0
S00179094,130,0,0,0,0
S00179095,163,5,0,0,0
S00179096,96,0,2,0,0
S00179097,112,2,0,0,0
S00179098,130,2,0,0,0
S00179099,76,6,0,0,0
S00179100,92,1,0,0,0
S00179101,110,0,0,0,0
S00179102,102,4,0,0,0
S00179103,81,0,0,0,1
S00179104,95,0,0,0,0
S00179105,178,1,0,0,0
S00179106,101,0,0,0,0
S00179107,132,0,0,0,1
S00179108,95,1,2,0,0
S00179109,111,3,0,0,0
S00179110,104,0,0,0,0
S00179111,175,0,0,0,0
S00179112,106,0,0,0,0
S00179113,141,10,0,1,0
S00179114,147,0,0,0,0
S00179115,97,0,0,0,0
S00179116,117,0,0,0,0
S00179117,105,2,2,0,0
S00179118,93,11,0,0,0
S00179119,117,5,0,0,0
S00179120,96,2,0,0,0
S00179121,123,0,0,0,0
S00179122,132,0,0,0,0
S00179123,101,1,0,0,2
S00179124,62,12,4,0,0
S00179125,168,2,1,2,0
S00179126,81,13,0,0,0
S00179127,67,0,0,0,0
S00179128,85,0,0,0,0
S00179129,115,0,0,0,1
S00179130,134,1,0,0,0
S00179131,185,3,0,0,1
S00179132,97,0,0,0,0
S00179133,67,0,1,0,0
S00179134,116,0,0,0,0
S00179135,88,0,0,0,0
S00179136,63,5,0,0,2
S00179137,87,0,0,0,0
S00179138,61,2,0,0,0
S00179139,98,1,2,0,2
S00179140,104,1,0,0,0
S00179141,49,1,8,0,4
S00179142,88,0,0,0,0
S00179143,136,0,0,0,1
S00179144,91,1,2,0,0
S00179145,103,7,8,0,0
S00179146,208,13,0,0,0
S00179147,118,0,0,0,0
S00179148,64,2,0,0,0
S00179149,109,18,8,0,2
S00179150,78,1,0,2,0
S00179151,90,7,0,0,1
S00179152,118,11,0,0,0
S00179153,121,4,0,0,1
S00179154,126,2,0,0,0
S00179155,120,1,0,0,0
S00179156,214,6,0,1,0
S00179157,105,3,0,0,1
S00179158,104,0,0,0,1
S00179159,89,0,1,0,0
S00179160,133,7,0,0,0
S00179161,87,4,0,0,0
S00179162,115,6,0,0,0
S00179163,109,7,2,0,0
S00179164,72,5,3,4,0
S00179165,166,0,0,0,0
S00179166,74,15,2,0,0
S00179167,82,1,0,0,0
S00179168,64,1,1,0,0
S00179169,73,4,0,0,0
S00179170,69,6,0,0,0
S00179171,101,3,0,0,0
S00179172,95,0,1,0,0
S00179173,169,25,0,0,0
S00179174,96,4,0,0,1
S00179175,170,17,0,0,1
S00179176,108,10,1,0,0
S00179177,100,5,0,0,0
S00179178,141,5,0,0,0
S00179179,133,15,0,0,0
S00179180,136,0,0,0,0
S00179181,90,0,0,0,0
S00179182,76,3,0,0,0
S00179183,112,0,0,0,0
S00179184,109,2,0,0,2
S00179185,69,0,0,0,0
S00179186,99,0,0,0,0
S00179187,68,0,0,0,0
S00179188,90,1,0,0,0
S00179189,102,3,0,1,0
S00179190,119,0,0,0,1
S00179191,69,5,0,0,0
S00179192,93,0,0,0,0
S00179193,70,0,0,0,0
S00179194,88,5,0,0,10
S00179195,85,0,0,0,2
S00179196,107,2,0,0,1
S00179197,126,0,0,0,0
S00179198,99,0,0,0,0
S00179199,108,3,0,0,0
S00179200,86,0,0,0,0
S00179201,111,0,0,1,0
S00179202,126,6,0,0,0
S00179203,94,1,0,0,1
S00179204,162,17,0,0,0
S00179205,114,0,0,0,7
S00179206,89,10,0,0,0
S00179207,109,3,0,0,0
S00179208,147,5,0,0,0
S00179209,159,4,0,0,0
S00179210,72,0,0,0,0
S00179211,203,8,0,0,0
S00179212,65,0,0,0,0
S00179213,145,10,0,0,0
S00179214,129,5,0,0,0
S00179215,135,0,4,4,2
S00179216,69,5,0,0,0
S00179217,114,0,0,0,0
S00179218,86,5,0,0,0
S00179219,103,1,0,0,0
S00179220,170,2,1,1,0
S00179221,119,1,0,0,0
S00179222,81,0,0,0,0
S00179223,65,0,0,0,0
S00179224,132,8,1,0,0
S00179225,222,0,1,0,0
S00179226,183,10,0,0,9
S00179227,115,10,0,0,0
S00179228,117,0,0,0,0
S00179229,108,11,0,0,0
S00179230,93,3,0,0,0
S00179231,117,0,0,1,0
S00179232,173,4,0,0,7
S00179233,120,4,0,0,0
S00179234,65,0,0,0,0
S00179235,88,8,0,0,0
S00179236,83,1,0,0,0
S00179237,64,13,0,0,0
S00179238,65,0,0,0,0
S00179239,90,0,0,0,0
S00179240,177,0,0,0,0
S00179241,70,9,0,0,0
S00179242,105,0,0,0,0
S00179243,102,0,0,0,1
S00179244,96,3,0,4,0
S00179245,149,0,0,0,0
S00179246,108,4,0,0,0
S00179247,140,0,0,0,0
S00179248,113,0,0,0,0
S00179249,119,0,0,0,1
S00179250,78,0,0,0,0
S00179251,111,0,0,0,0
S00179252,128,6,0,0,3
S00179253,74,0,0,0,0
S00179254,64,0,0,0,0
S00179255,118,0,0,0,0
S00179256,134,2,0,0,0
S00179257,106,6,0,0,0
S00179258,147,9,1,0,1
S00179259,71,9,0,5,0
S00179260,170,13,0,0,0
S00179261,148,0,0,0,0
S00179262,124,0,0,0,0
S00179263,115,0,0,0,0
S00179264,91,0,0,0,0
S00179265,144,1,0,0,0
S00179266,139,3,0,0,0
S00179267,58,1,0,0,0
S00179268,130,5,4,1,0
S00179269,100,3,0,0,0
S00179270,180,4,0,0,2
S00179271,104,17,0,0,0
S00179272,117,6,0,0,0
S00179273,195,1,0,0,2
S00179274,89,13,0,0,0
S00179275,188,5,4,0,0
S00179276,116,0,0,0,0
S00179277,124,0,0,0,0
S00179278,150,3,0,0,0
S00179279,133,0,4,0,1
S00179280,156,0,0,0,0
S00179281,108,0,0,0,0
S00179282,98,0,0,0,0
S00179283,151,0,0,0,0
S00179284,128,0,0,0,0
S00179285,181,2,0,3,1
S00179286,125,0,0,0,0
S00179287,112,0,0,0,0
S00179288,134,3,0,0,0
S00179289,124,2,0,0,1
S00179290,87,0,1,0,1
S00179291,124,0,0,0,0
S00179292,153,0,0,0,0
S00179293,87,1,0,0,0
S00179294,94,2,0,0,0
S00179295,134,0,0,0,0
S00179296,108,1,0,0,0
S00179297,127,0,0,0,0
S00179298,153,0,0,2,0
S00179299,91,0,0,0,0
S00179300,107,0,0,0,0
S00179301,146,2,0,0,0
S00179302,106,2,0,0,0
S00179303,125,2,0,0,0
S00179304,75,0,0,0,0
S00179305,79,0,0,0,0
S00179306,155,0,0,1,0
S00179307,135,0,2,0,0
S00179308,156,0,0,0,0
S00179309,127,0,0,0,0
S00179310,141,2,0,0,0
S00179311,102,0,3,0,0
S00179312,150,0,0,0,0
S00179313,61,0,0,0,0
S00179314,82,0,0,0,0
S00179315,107,0,0,0,0
S00179316,84,0,0,0,0
S00179317,120,8,0,0,1
S00179318,129,0,6,0,0
S00179319,75,0,0,0,0
S00179320,66,0,0,0,0
S00179321,75,0,0,0,0
S00179322,105,0,0,0,2
S00179323,62,0,0,0,0
S00179324,57,0,0,0,1
S00179325,149,0,0,0,0
S00179326,195,2,0,0,0
S00179327,122,0,0,0,0
S00179328,131,4,2,0,0
S00179329,64,6,1,0,0
S00179330,162,1,0,1,0
S00179331,142,0,0,0,0
S00179332,121,0,0,0,0
S00179333,122,2,0,0,0
S00179334,88,0,0,0,0
S00179335,89,0,0,0,0
S00179336,77,6,0,0,0
S00179337,105,1,0,0,0
S00179338,94,5,0,0,0
S00179339,122,0,0,0,0
S00179340,71,1,0,0,0
S00179341,101,1,0,1,0
S00179342,111,1,0,0,0
S00179343,68,5,0,0,0
S00179344,202,2,0,0,0
S00179345,101,6,0,0,0
S00179346,96,2,0,0,0
S00179347,113,1,0,0,2
S00179348,149,4,0,0,0
S00179349,152,3,0,0,0
S00179350,183,0,0,0,0
S00179351,131,1,0,0,0
S00179352,196,0,0,0,0
S00179353,112,2,1,0,0
S00179354,107,0,0,0,0
S00179355,94,0,0,0,0
S00179356,59,1,0,0,0
S00179357,134,0,0,0,1
S00179358,114,0,0,0,0
S00179359,186,0,0,0,0
S00179360,126,0,0,0,0
S00179361,97,0,0,0,0
S00179362,101,0,0,0,0
S00179363,126,0,0,0,0
S00179364,172,3,0,3,0
S00179365,144,2,0,0,2
S00179366,214,4,0,0,0
S00179367,185,1,0,0,0
S00179368,108,4,0,0,0
S00179369,93,0,0,0,0
S00179370,68,0,0,0,1
S00179371,167,0,0,0,0
S00179372,65,4,0,0,0
S00179373,122,0,0,0,1
S00179374,134,4,0,0,0
S00179375,107,1,0,0,0
S00179376,108,0,0,0,0
S00179377,121,0,0,0,0
S00179378,184,0,0,4,2
S00179379,137,0,0,1,0
S00179380,101,0,0,0,0
S00179381,103,6,0,0,0
S00179382,84,1,1,0,0
S00179383,165,0,1,0,1
S00179384,90,4,0,0,0
S00179385,113,0,0,0,0
S00179386,60,0,0,0,0
S00179387,85,0,0,0,0
S00179388,97,2,0,0,1
S00179389,115,0,0,0,0
S00179390,118,0,0,0,0
S00179391,123,3,0,0,0
S00179392,108,0,0,0,2
S00179393,75,0,0,0,1
S00179394,126,1,0,0,1
S00179395,162,0,0,0,0
S00179396,179,6,0,1,1
S00179397,101,0,0,0,0
S00179398,102,0,0,0,0
S00179399,82,0,0,0,0
S00179400,226,7,3,0,0
S00179401,97,0,0,0,0
S00179402,137,1,0,0,2
S00179403,75,0,0,0,0
S00179404,124,0,0,0,0
S00179405,86,0,0,0,0
S00179406,72,0,0,0,1
S00179407,74,0,0,0,1
S00179408,73,0,0,0,6
S00179409,143,0,6,3,0
S00179410,77,0,6,0,0
S00179411,78,0,0,0,0
S00179412,94,2,0,0,0
S00179413,99,1,1,0,0
S00179414,103,0,0,0,0
S00179415,100,0,1,0,2
S00179416,70,0,0,0,3
S00179417,85,0,0,0,0
S00179418,111,1,0,0,0
S00179419,61,0,0,0,0
S00179420,159,0,0,0,0
S00179421,66,0,0,0,5
S00179422,73,5,0,0,0
S00179423,157,0,0,0,0
S00179424,118,1,0,0,0
S00179425,99,0,1,0,0
S00179426,169,0,0,0,0
S00179427,91,0,0,0,0
S00179428,113,0,0,0,0
S00179429,61,0,0,0,0
S00179430,163,0,0,0,0
S00179431,86,0,0,0,1
S00179432,123,0,0,0,0
S00179433,75,0,0,0,2
S00179434,145,0,0,0,2
S00179435,105,0,0,0,0
