oa_code,one_person_household_aged_65_and_over,one_person_household_aged_under_65,one_family_only_all_aged_65_and_over,one_family_only_married_or_same_sex_civil_partnership_couple_no_children,one_family_only_married_or_same_sex_civil_partnership_couple_with_dependent_children,one_family_only_married_or_same_sex_civil_partnership_couple_all_children_non_dependent,one_family_only_cohabiting_couple_no_children,one_family_only_cohabiting_couple_with_dependent_children,one_family_only_cohabiting_couple_all_children_non_dependent,one_family_only_lone_parent_with_dependent_children,one_family_only_lone_parent_all_children_non_dependent,other_households_with_dependent_children,other_households_all_full_time_students,other_households_all_aged_65_and_over,other_households_other
S00095697,2,9,3,12,15,1,2,0,0,2,2,0,0,0,1
S00095698,3,10,1,17,17,4,2,2,0,3,1,0,0,0,0
S00095699,18,6,8,8,3,6,2,0,1,2,1,1,0,0,0
S00095700,6,3,5,8,8,1,1,0,0,2,1,1,0,0,1
S00095701,13,11,14,14,6,4,6,1,1,0,3,0,0,1,0
S00095702,3,4,6,15,5,4,0,1,0,0,2,0,0,0,1
S00095703,2,2,3,10,11,1,3,0,1,0,0,0,0,0,1
S00095704,10,10,6,20,10,3,2,0,0,3,1,2,0,0,2
S00095705,7,4,4,5,3,2,0,1,0,3,0,0,0,0,0
S00095706,8,6,10,13,8,4,4,2,0,2,0,1,0,1,1
S00095707,13,2,14,17,7,2,2,1,0,1,2,2,0,0,2
S00095708,8,4,4,22,12,4,6,4,0,7,3,1,0,0,2
S00095709,4,4,8,16,15,4,4,4,0,1,2,1,0,0,1
S00095710,7,3,3,5,9,0,0,1,0,0,0,0,0,0,1
S00095711,3,3,8,9,17,1,4,3,0,0,1,1,0,0,0
S00095712,3,14,2,12,17,2,4,2,1,4,1,2,0,0,2
S00095713,13,8,8,10,6,2,3,2,0,0,4,0,0,0,1
S00095714,3,9,9,8,7,3,3,2,0,1,0,0,0,0,1
S00095715,2,4,1,6,16,1,3,12,0,16,8,0,0,0,0
S00095716,4,12,5,9,6,2,1,4,0,1,2,0,0,0,0
S00095717,2,2,4,7,9,1,3,1,0,2,1,1,0,0,0
S00095718,4,8,8,12,6,3,1,2,0,0,2,0,0,1,0
S00095719,3,7,5,10,12,5,4,2,0,0,1,0,0,0,1
S00095720,3,6,6,10,12,5,0,2,0,0,1,0,0,0,1
S00095721,2,5,2,13,4,1,4,0,0,0,1,0,0,0,3
S00095722,7,9,11,6,2,2,2,0,0,3,1,1,0,1,0
S00095723,5,5,13,10,16,1,5,3,0,1,1,1,0,0,5
S00095724,7,8,5,3,2,1,3,2,0,0,0,0,0,0,0
S00095725,4,8,7,9,18,1,1,2,0,5,2,2,0,0,0
S00095726,3,5,2,18,24,0,3,5,0,7,1,0,0,0,1
S00095727,2,4,0,2,17,1,5,5,0,10,4,1,0,0,1
S00095728,0,1,1,7,18,1,0,2,0,2,1,0,0,0,0
S00095729,4,9,4,11,6,3,3,0,0,2,1,0,0,0,1
S00095730,6,14,6,7,14,0,4,1,0,2,2,1,0,0,0
S00095731,7,3,20,17,13,1,1,2,1,2,0,0,0,0,1
S00095732,5,2,6,13,28,3,1,2,0,1,0,2,0,0,0
S00095733,0,2,6,9,6,1,2,2,0,0,0,0,0,0,1
S00095734,1,5,5,7,17,4,3,1,0,2,0,0,0,0,2
S00095735,1,5,2,7,5,3,1,3,0,1,0,0,0,0,1
S00095736,10,4,5,6,10,3,1,2,0,2,1,2,0,0,0
S00095737,7,6,1,3,9,1,0,0,2,3,0,0,0,1,3
S00095738,7,6,4,6,5,4,2,0,0,1,2,0,0,0,0
S00095739,2,12,5,10,8,1,1,1,0,3,0,2,0,0,0
S00095740,6,14,5,6,3,3,4,0,0,1,1,0,0,0,0
S00095741,19,9,3,1,1,2,4,0,0,1,1,0,0,0,0
S00095742,10,7,6,6,8,3,3,1,0,0,4,0,0,0,0
S00095743,7,1,4,4,7,4,0,3,0,3,3,0,0,0,0
S00095744,8,4,2,5,4,0,4,9,0,7,1,0,0,0,2
S00095745,7,3,4,9,3,1,1,2,0,2,1,1,0,1,1
S00095746,6,2,4,5,5,1,2,2,0,0,0,1,0,0,0
S00095747,10,12,4,9,7,1,2,3,0,5,5,0,0,0,0
S00095748,5,5,8,5,9,3,0,6,0,8,3,1,0,0,0
S00095749,0,5,1,9,7,2,1,4,0,3,3,1,0,0,0
S00095750,7,7,9,9,11,1,1,3,1,0,0,0,0,1,0
S00095751,6,2,7,5,5,2,1,1,0,0,1,0,0,0,0
S00095752,15,35,4,4,0,0,1,0,0,3,0,0,0,1,1
S00095753,5,17,0,7,4,1,3,0,0,5,1,0,0,0,0
S00095754,4,23,0,3,2,0,0,2,1,2,3,0,0,0,0
S00095755,5,19,2,1,1,3,4,1,0,0,1,0,9,0,1
S00095756,3,10,11,7,8,2,1,0,0,2,3,0,0,0,0
S00095757,8,23,3,8,4,5,3,1,0,0,0,1,0,0,1
S00095758,7,18,2,7,6,3,4,4,1,2,2,0,0,0,2
S00095759,35,2,7,2,1,0,0,0,0,0,0,0,0,0,0
S00095760,18,14,11,9,5,4,6,2,0,5,3,0,0,0,1
S00095761,20,5,7,5,1,0,1,1,0,0,0,0,0,0,0
S00095762,5,10,3,7,4,2,2,2,0,3,1,0,0,0,0
S00095763,2,13,1,4,3,0,1,2,0,5,1,0,0,0,0
S00095764,12,25,4,2,5,0,4,1,0,3,1,0,0,0,0
S00095765,16,7,9,4,8,2,4,3,0,4,0,1,0,1,0
S00095766,11,7,6,14,5,3,3,0,0,4,1,0,0,0,1
S00095767,8,7,7,5,0,0,3,1,0,0,2,0,0,0,0
S00095768,33,1,3,9,4,0,0,1,0,3,0,0,0,0,1
S00095769,2,4,3,5,6,1,1,0,0,3,2,1,0,0,0
S00095770,12,11,3,5,4,6,4,2,0,3,0,0,0,0,1
S00095771,6,19,2,8,5,3,5,6,0,7,2,0,0,0,2
S00095772,6,8,3,6,11,3,3,4,0,3,1,1,0,0,0
S00095773,6,4,9,8,9,3,2,1,0,0,0,0,0,0,1
S00095774,4,11,10,7,4,3,1,1,0,3,2,0,0,0,1
S00095775,9,24,1,5,5,0,10,1,0,2,2,0,0,0,1
S00095776,5,9,6,8,4,2,6,2,0,4,2,0,0,0,0
S00095777,11,33,1,0,0,0,0,0,0,2,0,0,1,1,1
S00095778,5,19,4,6,2,3,6,0,0,1,1,0,1,0,2
S00095779,5,17,3,6,3,0,1,0,0,9,3,0,1,0,2
S00095780,3,15,4,7,4,2,10,1,0,3,0,0,0,0,2
S00095781,7,25,3,1,2,4,8,3,0,0,4,0,2,0,1
S00095782,1,5,0,5,15,2,2,8,0,6,0,2,0,0,0
S00095783,3,7,2,7,5,2,2,0,0,0,0,3,0,0,1
S00095784,6,15,6,6,6,0,3,5,0,5,4,1,0,0,1
S00095785,3,7,5,8,6,3,4,1,1,1,2,0,0,0,0
S00095786,8,6,9,14,12,3,0,2,0,7,1,0,0,0,0
S00095787,1,3,3,4,6,1,1,6,0,5,2,2,0,0,1
S00095788,2,12,1,7,20,5,3,4,1,7,0,2,0,0,3
S00095789,2,10,2,10,28,4,0,4,0,2,1,1,0,0,0
S00095790,1,17,2,8,16,0,12,3,0,2,1,0,0,0,2
S00095791,4,7,4,16,15,6,4,4,0,8,0,0,0,0,0
S00095792,3,5,6,10,4,2,1,1,0,2,1,1,0,0,0
S00095793,5,12,1,6,6,6,3,3,1,5,0,1,0,0,1
S00095794,7,18,0,5,6,0,2,2,0,4,4,1,0,0,2
S00095795,19,18,6,3,2,1,4,4,0,2,3,0,0,0,1
S00095796,6,17,2,1,0,1,6,1,0,1,0,1,0,0,1
S00095797,11,5,6,6,4,0,1,2,0,3,3,0,0,0,0
S00095798,19,17,3,3,4,4,3,0,0,2,0,1,0,0,0
S00095799,15,8,3,1,1,2,2,2,0,0,0,0,0,0,0
S00095800,18,2,12,6,7,5,4,5,0,5,1,0,0,0,2
S00095801,4,6,8,10,17,0,4,3,1,8,1,0,0,0,2
S00095802,13,18,2,11,12,8,2,1,1,5,4,0,0,0,1
S00095803,1,6,2,6,8,2,1,4,0,0,1,0,0,0,1
S00095804,4,8,8,10,13,0,1,1,1,3,2,0,0,0,0
S00095805,7,7,6,9,11,3,0,2,0,4,1,0,0,0,0
S00095806,9,17,5,7,2,1,9,1,0,0,0,0,0,0,1
S00095807,10,15,4,3,5,1,1,0,0,4,2,0,0,0,1
S00095808,8,8,9,7,8,5,4,3,0,5,4,0,0,0,1
S00095809,8,12,2,0,3,0,4,3,0,2,2,0,0,0,1
S00095810,14,20,2,2,3,0,5,1,0,2,0,0,0,0,3
S00095811,24,28,0,4,4,0,3,2,0,2,4,0,0,0,1
S00095812,17,22,5,7,11,1,4,5,0,7,3,0,0,0,0
S00095813,8,5,10,7,8,3,0,0,0,0,2,0,0,1,1
S00095814,0,1,2,4,12,0,0,1,0,0,0,0,0,0,2
S00095815,0,3,3,8,13,3,2,1,1,6,1,0,0,0,1
S00095816,2,3,8,10,14,3,1,0,0,2,0,0,0,0,0
S00095817,12,5,24,6,8,0,1,0,0,0,0,0,0,0,0
S00095818,8,4,6,8,11,3,0,0,0,0,0,0,0,0,0
S00095819,3,1,6,5,5,3,1,0,1,0,0,0,0,0,0
S00095820,16,4,22,19,5,0,0,0,0,1,0,0,0,0,0
S00095821,4,3,21,14,4,1,1,1,0,0,1,1,0,0,0
S00095822,2,1,4,7,6,2,1,0,0,1,1,0,0,0,0
S00095823,11,8,11,13,13,4,2,0,1,2,0,0,0,0,0
S00095824,1,4,2,7,20,3,1,0,0,10,2,1,0,0,0
S00095825,1,2,0,9,13,1,1,1,0,2,0,0,0,0,0
S00095826,6,5,1,5,6,0,2,0,0,1,1,0,0,0,1
S00095827,17,13,5,3,4,1,3,1,0,3,1,0,0,0,0
S00095828,12,7,12,12,10,5,2,2,0,3,2,0,0,0,1
S00095829,5,24,0,5,2,1,5,0,0,2,3,0,1,0,5
S00095830,9,27,2,0,1,1,4,0,0,0,0,0,0,0,1
S00095831,4,5,9,10,23,2,2,4,0,5,1,1,0,0,0
S00095832,5,2,9,12,17,7,0,1,1,3,0,2,0,0,2
S00095833,5,4,1,12,5,1,1,0,0,0,0,1,0,0,0
S00095834,0,2,1,6,9,4,1,3,2,2,1,1,0,0,1
S00095835,1,3,4,5,5,0,2,0,1,0,0,1,0,0,2
S00095836,0,4,3,7,19,2,8,4,0,1,0,0,0,0,1
S00095837,1,2,2,7,18,2,2,1,1,3,0,1,0,0,1
S00095838,1,7,1,11,3,1,8,6,0,2,1,2,0,0,1
S00095839,0,3,1,5,23,3,1,4,0,1,0,2,0,0,2
S00095840,2,6,2,7,21,3,5,1,0,1,0,0,0,1,0
S00095841,4,8,1,13,16,10,2,1,0,3,1,0,0,0,1
S00095842,2,8,6,19,13,4,1,0,0,2,1,0,0,0,0
S00095843,3,5,7,10,25,3,1,1,0,2,0,1,0,0,0
S00095844,13,8,10,18,17,3,0,1,0,2,0,0,0,1,2
S00095845,3,4,5,19,10,4,0,0,0,0,0,0,0,0,0
S00095846,8,22,3,9,10,3,5,3,1,3,2,1,0,0,0
S00095847,20,14,5,5,5,2,9,3,0,10,4,0,0,0,1
S00095848,5,13,4,6,8,0,3,1,0,5,0,0,0,0,0
S00095849,6,4,4,6,14,2,4,2,0,1,2,1,0,0,1
S00095850,19,3,5,2,3,2,0,0,0,1,1,0,0,0,1
S00095851,9,42,2,3,4,0,2,1,0,3,2,0,2,0,2
S00095852,0,24,0,3,3,2,2,2,1,10,0,2,0,0,0
S00095853,11,25,1,1,5,2,5,5,0,4,1,0,0,0,3
S00095854,6,36,1,0,1,0,5,0,0,4,0,0,1,0,0
S00095855,5,14,10,3,5,6,1,1,3,5,4,0,0,0,1
S00095856,7,18,3,6,7,1,1,0,1,14,1,0,0,0,2
S00095857,2,14,4,4,2,0,6,4,0,10,1,0,0,0,2
S00095858,2,11,0,5,9,2,1,3,0,4,4,0,0,0,1
S00095859,10,13,2,4,2,1,2,1,0,3,2,1,0,0,0
S00095860,1,6,7,5,6,3,0,2,0,3,4,1,0,0,2
S00095861,4,7,10,9,8,3,0,1,0,7,6,2,0,0,3
S00095862,4,10,3,4,9,3,3,2,2,26,7,1,0,0,1
S00095863,1,6,1,3,9,2,1,3,0,10,5,0,0,0,0
S00095864,3,8,1,3,4,3,0,4,2,3,6,2,0,0,1
S00095865,5,14,5,4,6,1,2,5,0,6,6,0,0,0,0
S00095866,1,12,3,5,7,2,5,1,1,1,1,0,0,0,2
S00095867,2,16,2,16,6,2,4,1,1,3,2,0,0,0,1
S00095868,2,2,2,5,6,5,1,0,0,7,5,4,0,0,3
S00095869,5,17,4,3,5,4,3,1,2,13,7,1,0,0,2
S00095870,1,17,0,7,3,2,3,2,1,16,5,2,0,0,2
S00095871,9,2,15,21,12,8,4,0,1,0,1,1,0,0,0
S00095872,15,10,7,7,7,2,0,1,1,3,1,0,0,0,0
S00095873,4,3,8,19,16,7,2,0,0,1,0,1,0,0,0
S00095874,4,4,6,15,8,9,1,1,1,0,0,4,0,0,1
S00095875,7,24,6,4,5,4,0,0,1,10,7,1,0,0,0
S00095876,2,4,3,10,20,4,1,2,1,1,1,1,0,0,1
S00095877,12,10,2,3,4,2,2,3,0,4,3,1,0,0,1
S00095878,0,9,0,15,25,7,5,5,0,6,3,1,0,0,1
S00095879,17,22,5,12,9,4,0,3,0,3,1,0,0,0,1
S00095880,6,12,2,7,5,3,5,4,1,2,1,0,0,0,1
S00095881,3,8,1,5,4,1,0,1,0,7,1,0,0,0,1
S00095882,4,18,5,15,7,5,6,4,0,5,1,1,0,0,0
S00095883,9,17,2,7,7,2,2,5,0,6,1,1,0,0,1
S00095884,12,14,4,7,8,6,1,3,1,7,3,1,0,1,0
S00095885,19,10,7,7,6,1,2,4,1,5,4,1,0,0,1
S00095886,15,16,3,10,4,4,2,3,0,8,4,0,0,0,2
S00095887,11,13,3,9,8,2,7,7,1,7,9,0,0,0,0
S00095888,11,9,4,6,6,1,3,0,0,5,1,0,0,0,0
S00095889,10,10,3,3,3,3,2,2,0,3,1,1,0,0,0
S00095890,12,3,15,8,4,2,3,0,0,0,1,0,0,0,1
S00095891,5,11,10,11,7,2,3,2,0,1,0,1,0,0,0
S00095892,5,4,3,7,8,5,3,2,0,1,3,0,0,0,0
S00095893,4,5,2,10,8,1,3,3,0,3,2,1,0,0,0
S00095894,9,7,6,8,10,5,2,1,0,3,1,3,0,0,0
S00095895,6,7,5,11,15,4,3,2,0,11,6,2,0,0,4
S00095896,38,0,5,2,9,3,1,0,0,0,4,0,0,0,3
S00095897,10,13,5,8,3,2,1,2,0,12,3,1,0,0,4
S00095898,6,13,3,3,6,5,6,2,1,1,0,1,0,0,0
S00095899,6,20,0,3,1,0,7,2,0,1,3,0,0,0,0
S00095900,3,20,3,2,2,1,0,1,1,2,4,1,0,0,0
S00095901,7,17,1,3,1,1,10,1,1,5,6,0,0,0,0
S00095902,6,20,2,4,2,1,4,4,0,6,2,0,0,1,1
S00095903,6,24,1,2,4,0,2,0,0,6,2,0,0,0,1
S00095904,11,19,5,5,2,1,7,2,0,0,0,0,0,0,0
S00095905,10,20,5,5,4,1,11,0,1,0,0,0,0,0,1
S00095906,4,16,5,5,8,2,4,4,1,5,2,0,0,1,0
S00095907,9,9,3,20,16,7,0,2,0,5,2,1,0,0,1
S00095908,17,11,2,4,1,1,3,0,0,2,3,0,0,0,3
S00095909,31,8,6,1,0,1,0,1,0,6,4,0,0,0,0
S00095910,9,6,6,4,4,1,0,1,0,0,1,0,0,0,0
S00095911,6,21,4,12,10,2,3,1,1,3,0,0,0,0,1
S00095912,4,12,6,13,18,5,3,0,0,3,2,1,0,0,1
S00095913,4,39,0,3,1,0,6,0,0,8,2,0,0,0,0
S00095914,3,8,1,8,6,3,1,2,0,3,1,0,0,1,0
S00095915,10,9,3,6,6,4,3,0,0,3,1,0,0,0,0
S00095916,5,3,8,20,4,3,4,4,0,3,4,0,0,0,1
S00095917,6,5,6,9,6,2,1,3,0,9,1,0,0,0,0
S00095918,3,15,4,4,6,3,6,3,0,12,2,2,0,0,1
S00095919,5,1,3,7,3,3,0,3,0,2,0,1,0,0,0
S00095920,15,7,6,7,8,3,1,5,0,4,5,1,0,0,0
S00095921,14,5,6,1,5,2,0,0,2,1,3,1,0,1,0
S00095922,9,6,7,3,3,5,1,1,0,3,0,1,0,0,0
S00095923,4,12,8,12,8,7,4,3,0,4,2,0,0,0,1
S00095924,14,8,4,12,8,4,2,2,3,2,2,3,0,0,1
S00095925,5,23,5,10,5,3,3,2,0,2,3,0,0,0,2
S00095926,8,6,8,13,7,5,0,2,1,1,1,1,0,0,0
S00095927,7,13,5,7,6,4,5,7,0,4,3,0,0,0,0
S00095928,9,5,10,12,12,6,1,2,1,2,1,0,0,0,2
S00095929,7,3,9,13,11,5,1,1,0,5,2,0,0,0,1
S00095930,8,1,8,11,16,3,2,1,0,0,1,0,0,0,1
S00095931,5,7,3,6,5,4,6,1,1,8,4,2,0,0,2
S00095932,8,18,2,6,4,2,2,2,0,4,2,0,0,0,2
S00095933,7,25,3,5,4,2,3,4,0,9,6,2,0,1,1
S00095934,3,24,0,5,1,1,11,3,0,3,0,1,0,0,1
S00095935,12,28,2,3,4,0,2,1,0,3,0,0,0,1,2
S00095936,1,13,1,5,4,3,6,2,0,22,5,1,0,0,0
S00095937,6,12,4,4,11,2,5,1,1,8,4,2,0,0,1
S00095938,11,11,8,16,6,4,1,5,0,3,6,1,0,0,2
S00095939,9,20,3,13,3,5,2,1,1,9,8,0,0,0,2
S00095940,3,13,1,5,4,1,6,9,2,13,2,0,0,0,1
S00095941,2,14,1,9,9,2,2,5,1,10,5,1,0,0,1
S00095942,4,10,1,7,6,4,3,2,0,9,2,1,0,1,0
S00095943,11,14,2,5,4,2,5,2,1,11,6,2,0,0,1
S00095944,0,5,0,5,4,3,2,1,0,2,1,1,0,0,1
S00095945,7,4,5,7,7,9,4,3,0,1,5,0,0,0,2
S00095946,3,2,1,6,7,7,0,5,0,4,7,1,0,0,2
S00095947,2,2,6,8,11,9,3,5,0,8,3,3,0,0,1
S00095948,1,4,1,1,3,2,0,2,0,1,1,2,0,0,2
S00095949,7,13,2,6,5,0,6,6,0,7,4,1,0,0,1
S00095950,4,9,5,2,10,2,3,4,0,12,2,7,0,0,1
S00095951,7,23,2,4,9,1,1,6,0,8,3,1,0,0,2
S00095952,9,13,2,7,7,1,3,3,0,6,5,0,0,0,0
S00095953,3,12,0,1,3,1,4,2,0,14,1,0,0,0,0
S00095954,0,16,0,2,2,1,2,2,1,1,2,0,0,0,0
S00095955,9,7,6,7,10,1,1,3,0,6,3,2,0,0,1
S00095956,5,36,2,9,3,1,7,1,1,13,1,0,0,0,4
S00095957,13,17,6,13,5,0,0,1,1,6,2,0,0,0,3
S00095958,9,24,9,7,5,4,3,4,2,6,2,0,0,0,1
S00095959,2,12,5,10,9,5,4,3,0,6,3,0,0,0,0
S00095960,6,12,5,5,4,3,0,1,0,3,2,1,0,0,0
S00095961,8,3,4,8,7,4,2,0,0,6,5,1,0,0,1
S00095962,8,11,4,3,5,1,1,0,0,4,4,0,0,1,1
S00095963,4,2,6,5,10,6,1,1,0,1,1,1,0,1,0
S00095964,0,9,3,6,8,8,1,2,0,3,2,1,0,0,3
S00095965,7,29,2,1,2,2,5,5,1,17,3,0,0,0,1
S00095966,23,7,0,2,0,0,1,3,0,10,4,1,0,0,0
S00095967,6,6,2,5,6,3,0,1,1,7,4,3,0,0,0
S00095968,6,12,2,6,9,3,5,5,2,11,5,3,0,0,2
S00095969,11,6,7,9,3,4,3,2,0,9,4,0,0,0,2
S00095970,8,13,6,8,7,2,7,1,0,6,2,2,0,0,0
S00095971,8,9,2,3,9,1,0,1,0,4,0,0,0,0,3
S00095972,1,7,0,0,7,2,1,4,0,14,4,0,0,0,0
S00095973,4,11,1,2,3,2,7,6,0,6,2,0,0,0,1
S00095974,10,11,8,2,5,3,1,4,0,1,3,0,0,2,3
S00095975,24,14,5,5,4,3,4,5,0,5,1,1,0,0,2
S00095976,3,6,4,14,7,4,1,3,0,8,3,1,0,0,2
S00095977,5,3,3,6,3,1,1,1,0,4,1,1,0,1,1
S00095978,0,6,1,7,8,6,0,2,1,3,3,1,0,0,2
S00095979,2,13,0,5,13,3,5,3,0,15,4,3,0,0,4
S00095980,6,8,0,11,9,4,3,5,0,10,4,4,0,0,1
S00095981,8,16,7,8,2,4,5,5,1,11,7,1,0,0,1
S00095982,2,10,0,6,2,3,5,4,0,3,1,0,0,0,1
S00095983,2,10,1,1,4,6,5,4,1,9,5,0,0,0,1
S00095984,3,9,10,19,11,6,2,5,0,0,2,1,0,0,1
S00095985,9,12,4,11,9,2,2,0,1,7,4,0,0,0,1
S00095986,5,8,0,5,7,6,2,2,0,8,7,1,0,1,0
S00095987,6,5,5,9,5,6,2,2,1,5,1,1,0,0,0
S00095988,3,11,1,6,3,3,3,0,2,7,4,3,0,0,0
S00095989,7,13,5,14,6,1,1,1,0,1,4,2,0,0,1
S00095990,1,7,2,8,5,4,2,4,0,5,2,1,0,0,1
S00095991,21,6,4,3,1,2,2,0,0,9,5,1,0,0,1
S00095992,0,6,2,6,6,3,2,6,1,6,3,1,0,0,0
S00095993,4,6,1,7,7,2,2,6,0,17,2,6,0,0,1
S00095994,4,12,2,2,2,2,1,3,1,10,1,1,0,0,0
S00095995,0,10,1,9,9,6,2,7,2,15,6,1,0,0,1
S00095996,2,9,1,7,3,3,1,7,0,14,2,0,0,1,1
S00095997,12,8,10,18,10,5,4,1,0,4,2,0,0,0,2
S00095998,0,4,5,23,3,4,3,0,0,1,1,0,0,0,2
S00095999,5,7,4,4,7,6,2,4,1,1,5,2,0,1,1
S00096000,8,4,2,5,10,1,1,6,1,1,4,0,0,0,1
S00096001,7,8,2,9,10,7,0,4,2,10,6,6,0,0,3
S00096002,13,8,8,7,5,1,1,3,0,7,1,2,0,0,0
S00096003,4,13,6,9,9,5,3,2,0,5,4,1,0,0,0
S00096004,3,18,4,8,4,2,3,5,1,5,7,1,0,0,0
S00096005,21,8,8,10,7,1,2,0,0,3,3,0,0,0,1
S00096006,19,11,6,7,9,5,2,4,0,3,3,0,0,0,0
S00096007,5,13,4,3,4,4,1,2,1,5,4,0,0,0,1
S00096008,6,9,5,4,11,1,3,5,0,0,1,0,0,0,0
S00096009,1,9,6,14,11,7,5,2,1,3,1,1,0,0,1
S00096010,10,15,2,6,5,4,7,7,1,11,4,3,0,0,0
S00096011,8,10,1,3,7,5,4,3,1,6,3,0,0,0,2
S00096012,8,10,1,7,3,1,2,1,0,7,2,1,0,0,1
S00096013,5,11,4,3,6,2,3,2,0,5,2,0,0,0,0
S00096014,5,12,3,4,4,8,4,1,0,6,3,0,1,0,0
S00096015,3,24,4,4,6,0,8,0,0,6,2,0,0,0,1
S00096016,6,5,11,13,10,9,2,1,1,4,0,2,0,0,1
S00096017,5,11,2,5,5,3,1,4,0,7,2,1,0,0,0
S00096018,4,8,9,13,7,6,1,3,0,1,1,0,0,0,1
S00096019,2,9,1,18,8,5,2,2,0,2,2,0,0,0,1
S00096020,6,1,10,11,3,4,0,0,0,0,1,1,0,0,0
S00096021,7,7,8,10,6,6,2,4,0,3,3,1,0,0,0
S00096022,9,8,5,6,6,1,3,1,0,1,3,2,0,0,3
S00096023,12,12,0,6,3,2,0,3,0,6,1,2,0,0,0
S00096024,3,14,3,1,0,2,3,1,0,3,3,0,0,0,0
S00096025,11,9,10,8,2,4,1,1,0,1,1,1,0,1,1
S00096026,3,15,2,5,6,1,2,5,0,8,3,0,0,0,2
S00096027,8,8,1,5,1,2,2,2,0,5,2,0,0,0,0
S00096028,4,21,1,4,4,2,4,1,0,6,4,3,0,0,0
S00096029,1,5,3,9,6,3,0,2,0,2,0,0,0,0,0
S00096030,3,12,6,7,7,6,4,4,1,11,6,0,0,0,0
S00096031,9,12,2,8,2,1,0,9,0,22,7,1,0,0,3
S00096032,7,24,3,2,5,1,4,5,0,6,4,0,0,0,1
S00096033,5,19,4,8,1,5,2,5,0,0,2,1,0,0,3
S00096034,11,11,4,11,4,0,2,2,1,2,1,0,0,0,0
S00096035,7,19,1,4,1,2,3,3,0,1,1,0,0,0,1
S00096036,15,15,3,8,5,4,6,3,0,6,2,1,0,0,2
S00096037,9,19,7,10,5,5,3,2,0,4,1,1,0,0,1
S00096038,16,13,9,14,10,5,1,2,0,4,2,2,0,1,1
S00096039,5,22,1,6,0,1,4,5,0,10,1,1,0,1,0
S00096040,3,16,3,7,6,5,3,2,0,2,1,0,0,0,0
S00096041,9,8,8,7,9,4,0,2,0,3,1,2,0,0,0
S00096042,6,10,7,3,6,3,2,3,0,2,3,0,0,0,1
S00096043,3,8,3,11,11,6,2,1,1,8,4,2,0,0,0
S00096044,7,2,7,10,2,5,3,1,0,3,0,0,0,1,5
S00096045,5,5,3,9,11,4,3,1,0,5,1,0,0,0,3
S00096046,4,4,1,6,7,5,1,5,1,3,3,0,0,0,0
S00096047,11,5,7,5,4,3,1,1,0,4,1,1,0,0,0
S00096048,26,18,6,6,5,0,1,1,0,1,3,0,0,0,0
S00096049,8,4,9,16,6,5,2,1,1,1,0,0,0,0,0
S00096050,6,5,3,7,5,1,2,7,1,3,2,0,0,0,3
S00096051,3,9,0,11,11,3,1,1,0,0,1,0,0,0,0
S00096052,0,8,4,16,9,5,2,0,0,1,1,0,0,0,2
S00096053,1,4,7,14,11,3,3,2,1,5,0,0,0,0,0
S00096054,3,4,8,18,15,7,1,3,0,3,2,0,0,0,0
S00096055,4,7,7,14,4,4,1,1,1,0,1,0,0,0,0
S00096056,10,13,2,12,6,8,2,1,1,0,2,0,0,0,0
S00096057,30,21,3,5,5,1,3,0,0,1,1,0,0,1,1
S00096058,5,8,7,7,12,4,2,2,1,14,2,2,0,0,0
S00096059,7,23,2,5,7,2,4,4,0,3,5,0,0,0,1
S00096060,3,5,3,14,7,3,1,1,0,2,2,2,0,0,0
S00096061,7,8,13,14,8,7,2,1,0,3,3,0,0,0,2
S00096062,6,5,5,10,15,8,1,2,0,2,0,0,0,0,0
S00096063,14,20,1,1,3,1,1,0,0,5,0,0,1,0,1
S00096064,1,15,2,7,2,5,2,6,0,10,7,1,0,0,1
S00096065,11,11,9,11,5,3,3,3,2,2,5,1,0,0,2
S00096066,9,8,7,5,2,1,1,3,1,5,2,1,0,0,1
S00096067,7,4,8,5,3,4,2,3,0,1,0,1,0,0,0
S00096068,9,19,4,6,5,3,4,0,0,5,2,2,0,0,0
S00096069,5,4,4,7,8,4,0,2,0,4,2,1,0,0,1
S00096070,3,3,8,9,6,5,3,1,0,1,0,0,0,0,0
S00096071,13,15,3,4,6,1,2,1,0,4,1,1,0,0,0
S00096072,8,12,8,9,6,1,6,4,0,12,4,1,0,0,1
S00096073,11,19,6,8,11,1,0,1,0,2,0,0,0,0,2
S00096074,8,21,1,3,2,0,7,1,0,1,3,1,0,0,0
S00096075,10,15,3,2,1,1,4,2,1,3,1,0,0,0,0
S00096076,7,11,0,3,3,4,3,1,0,4,2,2,0,0,1
S00096077,10,13,6,12,9,4,8,1,0,7,3,0,1,0,0
S00096078,12,18,5,9,10,3,5,4,0,5,3,0,0,1,0
S00096079,7,24,0,4,3,3,1,3,0,9,2,1,0,0,1
S00096080,4,4,6,9,5,5,1,0,0,0,0,1,0,0,0
S00096081,21,3,6,7,5,4,1,3,0,0,0,1,0,0,0
S00096082,7,10,7,7,4,5,2,0,0,3,0,2,0,0,1
S00096083,5,9,6,18,7,8,2,0,0,1,3,1,0,1,1
S00096084,5,5,2,5,12,4,0,2,0,1,2,1,0,0,1
S00096085,9,2,5,5,4,3,0,3,0,10,3,2,0,0,0
S00096086,4,20,1,2,1,2,6,1,0,1,0,0,0,0,1
S00096087,6,13,1,2,5,2,2,5,0,4,5,0,0,0,2
