oa_code	african_carribbean_black	asian	mixed	other	white
S00089879	6	58	0	0	198
S00089880	0	0	0	0	302
S00089881	14	56	0	0	270
S00089882	0	8	0	0	218
S00089883	8	2	0	2	170
S00089884	10	24	0	0	188
S00089885	2	2	0	0	236
S00089886	0	2	3	0	188
S00089887	0	24	2	4	168
S00089888	0	4	0	0	146
S00089889	0	2	0	0	114
S00089890	0	34	0	12	176
S00089891	2	2	6	2	454
S00089892	12	34	0	14	200
S00089893	4	2	2	2	244
S00089894	0	44	0	8	244
S00089895	0	22	1	0	140
S00089896	12	4	2	0	142
S00089897	0	30	2	0	184
S00089898	0	54	0	0	204
S00089899	0	0	0	0	232
S00089900	0	10	0	0	192
S00089901	4	0	3	0	176
S00089902	0	0	0	0	314
S00089903	10	0	1	0	260
S00089904	0	8	0	0	190
S00089905	0	8	0	0	200
S00089906	4	8	0	0	174
S00089907	0	12	8	0	190
S00089908	0	2	1	0	228
S00089909	0	0	0	0	114
S00089910	0	28	0	2	202
S00089911	0	12	1	2	302
S00089912	0	0	0	0	224
S00089913	0	8	0	0	162
S00089914	4	10	0	0	152
S00089915	10	4	0	0	178
S00089916	0	10	0	4	212
S00089917	0	14	1	0	204
S00089918	32	26	0	0	138
S00089919	16	10	0	0	174
S00089920	8	2	0	0	242
S00089921	0	12	0	0	176
S00089922	2	16	0	0	156
S00089923	6	16	3	0	170
S00089924	0	22	0	0	148
S00089925	0	6	0	2	178
S00089926	0	0	0	0	240
S00089927	0	8	0	0	188
S00089928	10	32	0	0	242
S00089929	28	16	0	0	220
S00089930	0	8	2	0	150
S00089931	10	18	0	0	174
S00089932	0	40	0	0	188
S00089933	0	0	0	0	172
S00089934	0	0	0	0	186
S00089935	0	4	0	0	252
S00089936	0	4	0	0	134
S00089937	0	12	0	0	152
S00089938	22	20	2	0	182
S00089939	2	8	1	0	260
S00089940	0	4	0	0	204
S00089941	2	38	0	0	192
S00089942	0	8	0	0	122
S00089943	0	10	0	0	184
S00089944	0	0	0	0	116
S00089945	8	44	2	4	280
S00089946	2	46	0	0	178
S00089947	2	12	3	0	182
S00089948	38	26	1	8	216
S00089949	0	16	0	0	214
S00089950	0	20	0	0	196
S00089951	4	2	1	0	186
S00089952	6	0	1	2	240
S00089953	8	0	0	2	118
S00089954	0	0	0	0	264
S00089955	0	10	0	0	336
S00089956	0	0	0	0	110
S00089957	2	8	4	0	196
S00089958	20	0	0	0	184
S00089959	0	2	0	0	226
S00089960	10	0	0	0	162
S00089961	0	0	0	0	168
S00089962	2	0	1	0	142
S00089963	0	0	0	0	182
S00089964	0	0	1	0	172
S00089965	0	42	0	0	282
S00089966	2	44	1	0	282
S00089967	2	6	3	0	216
S00089968	12	12	0	0	160
S00089969	10	12	1	0	170
S00089970	0	14	0	0	172
S00089971	0	42	1	0	298
S00089972	0	6	0	0	214
S00089973	2	12	0	0	202
S00089974	10	18	1	0	170
S00089975	8	8	0	0	226
S00089976	0	14	0	0	200
S00089977	2	16	1	0	186
S00089978	0	0	0	0	262
S00089979	0	4	0	0	204
S00089980	0	2	0	0	206
S00089981	0	0	0	0	112
S00089982	2	0	0	0	186
S00089983	0	0	1	0	156
S00089984	10	0	2	2	192
S00089985	0	0	0	0	228
S00089986	2	2	0	0	156
S00089987	0	12	1	0	162
S00089988	0	0	0	0	226
S00089989	4	2	0	0	206
S00089990	0	0	0	0	182
S00089991	0	0	0	0	210
S00089992	0	16	0	0	254
S00089993	0	0	1	0	212
S00089994	0	8	0	0	206
S00089995	0	2	2	0	190
S00089996	0	4	0	0	112
S00089997	16	4	0	0	252
S00089998	2	6	7	2	286
S00089999	0	8	2	0	208
S00090000	2	0	1	0	206
S00090001	0	4	0	0	166
S00090002	20	2	0	0	300
S00090003	6	0	0	0	254
S00090004	0	24	0	0	142
S00090005	0	0	0	0	112
S00090006	8	0	0	0	190
S00090007	20	6	0	0	382
S00090008	0	0	0	0	158
S00090009	10	0	0	8	198
S00090010	0	0	0	0	206
S00090011	0	0	1	0	228
S00090012	0	0	0	0	276
S00090013	0	0	0	0	212
S00090014	0	12	0	0	260
S00090015	6	0	0	2	204
S00090016	16	0	0	4	180
S00090017	30	0	0	2	224
S00090018	16	2	1	0	252
S00090019	0	8	0	0	100
S00090020	2	2	0	2	100
S00090021	0	0	0	0	234
S00090022	10	0	0	0	218
S00090023	0	0	0	0	146
S00090024	0	0	0	0	274
S00090025	0	10	0	0	306
S00090026	0	2	0	0	136
S00090027	12	0	0	0	278
S00090028	36	8	0	0	238
S00090029	6	0	0	0	228
S00090030	2	0	0	0	202
S00090031	18	2	0	0	348
S00090032	22	4	0	0	218
S00090033	8	0	0	20	294
S00090034	0	0	0	0	256
S00090035	8	4	0	0	174
S00090036	0	8	0	0	304
S00090037	0	0	0	10	242
S00090038	10	0	0	0	200
S00090039	4	26	2	2	246
S00090040	0	10	0	0	332
S00090041	0	0	1	0	136
S00090042	6	2	1	0	226
S00090043	8	0	0	0	278
S00090044	10	0	0	4	296
S00090045	0	8	0	0	394
S00090046	0	0	0	0	108
S00090047	0	0	0	0	204
S00090048	0	0	2	0	256
S00090049	2	0	0	0	312
S00090050	0	0	0	0	220
S00090051	0	12	0	0	290
S00090052	20	0	0	0	242
S00090053	0	12	1	0	228
S00090054	2	12	1	0	360
S00090055	2	0	0	0	348
S00090056	0	8	3	0	184
S00090057	6	0	0	0	202
S00090058	0	0	0	0	112
S00090059	0	0	0	0	298
S00090060	30	6	1	0	200
S00090061	14	0	0	0	236
S00090062	8	0	0	0	160
S00090063	12	2	0	0	198
S00090064	50	2	0	0	290
S00090065	0	0	0	0	124
S00090066	0	0	0	0	162
S00090067	6	14	0	0	182
S00090068	26	2	1	0	186
S00090069	40	4	3	0	258
S00090070	0	12	1	0	414
S00090071	4	6	0	0	224
S00090072	0	0	0	0	260
S00090073	6	2	1	0	250
S00090074	0	0	0	0	242
S00090075	0	0	0	0	266
S00090076	0	12	0	0	272
S00090077	8	0	0	0	220
S00090078	0	2	0	0	308
S00090079	16	0	0	0	268
S00090080	0	2	0	0	198
S00090081	0	0	0	0	236
S00090082	0	4	0	0	156
S00090083	0	0	0	0	222
S00090084	0	8	0	0	288
S00090085	0	0	0	0	264
S00090086	0	2	1	0	276
S00090087	6	0	2	4	200
S00090088	0	0	0	2	196
S00090089	16	8	0	0	194
S00090090	0	8	0	0	118
S00090091	12	12	0	0	302
S00090092	4	2	0	6	126
S00090093	0	0	0	0	110
S00090094	2	2	3	8	266
S00090095	0	4	2	0	276
S00090096	0	0	0	0	206
S00090097	0	4	2	0	138
S00090098	0	6	0	4	168
S00090099	2	0	0	12	364
S00090100	0	0	0	0	262
S00090101	10	0	0	0	252
S00090102	0	0	0	0	226
S00090103	0	8	1	2	284
S00090104	24	8	0	0	218
S00090105	0	20	0	0	166
S00090106	0	16	2	0	326
S00090107	2	2	2	0	304
S00090108	0	0	0	0	250
S00090109	0	14	0	0	216
S00090110	0	0	0	0	276
S00090111	0	6	0	0	146
S00090112	0	0	0	0	340
S00090113	0	2	1	0	210
S00090114	0	54	1	2	200
S00090115	12	6	0	0	192
S00090116	4	4	0	0	292
S00090117	2	12	0	0	266
S00090118	2	10	0	2	288
S00090119	8	18	4	0	398
S00090120	0	14	0	0	268
S00090121	4	36	3	2	434
S00090122	0	6	1	0	226
S00090123	6	0	0	0	192
S00090124	0	0	0	0	210
S00090125	0	2	0	0	148
S00090126	0	12	0	0	256
S00090127	0	16	0	0	256
S00090128	0	0	0	0	214
S00090129	0	4	0	0	266
S00090130	0	16	0	0	234
S00090131	0	4	0	0	276
S00090132	0	0	0	0	300
S00090133	18	14	1	8	326
S00090134	2	16	0	0	268
S00090135	0	14	1	0	270
S00090136	8	0	2	0	256
S00090137	0	2	0	0	236
S00090138	0	4	0	0	218
S00090139	4	0	0	0	244
S00090140	8	14	0	0	190
S00090141	0	0	1	0	186
S00090142	0	12	0	0	226
S00090143	0	0	0	2	166
S00090144	0	0	0	0	174
S00090145	6	0	0	0	214
S00090146	0	0	0	0	168
S00090147	0	0	0	0	170
S00090148	0	0	0	0	170
S00090149	0	0	0	0	324
S00090150	8	2	0	0	154
S00090151	0	0	0	0	176
S00090152	8	0	0	0	178
S00090153	0	8	1	2	226
S00090154	0	6	1	0	234
S00090155	0	6	0	0	212
S00090156	0	0	0	0	280
S00090157	2	4	0	0	324
S00090158	0	0	0	0	208
S00090159	4	0	0	0	266
S00090160	2	0	0	0	254
S00090161	0	0	0	0	224
S00090162	6	2	0	0	268
S00090163	0	0	1	0	192
S00090164	8	0	0	4	254
S00090165	0	8	0	0	248
S00090166	0	6	0	0	238
S00090167	6	6	0	0	170
S00090168	0	2	2	0	188
S00090169	0	0	0	0	182
S00090170	0	0	0	0	226
S00090171	8	4	0	0	104
S00090172	2	2	0	0	236
S00090173	0	2	0	0	260
S00090174	2	0	0	0	286
S00090175	0	0	0	0	268
S00090176	0	0	0	0	140
S00090177	0	0	0	0	236
S00090178	0	0	0	0	268
S00090179	4	2	1	0	302
S00090180	0	0	0	0	264
S00090181	6	2	1	0	280
S00090182	4	0	0	0	250
S00090183	0	12	1	0	302
S00090184	0	0	0	0	166
S00090185	0	0	0	0	166
S00090186	0	2	0	0	226
S00090187	0	0	0	0	224
S00090188	0	0	0	0	210
S00090189	0	4	0	0	132
S00090190	2	2	0	0	316
S00090191	0	8	1	0	254
S00090192	0	8	0	0	190
S00090193	0	10	3	0	228
S00090194	0	0	1	0	194
S00090195	0	6	0	0	212
S00090196	0	0	0	0	202
S00090197	0	2	0	0	194
S00090198	0	0	0	0	208
S00090199	4	12	2	0	134
S00090200	4	6	2	0	194
S00090201	0	24	0	16	206
S00090202	0	8	0	0	202
S00090203	0	0	0	0	218
S00090204	0	14	0	0	242
S00090205	2	4	3	0	222
S00090206	2	4	0	2	178
S00090207	0	0	0	0	192
S00090208	4	0	0	0	190
S00090209	6	4	3	0	182
S00090210	0	4	0	0	164
S00090211	0	4	0	0	116
S00090212	0	4	0	2	122
S00090213	0	0	0	2	140
S00090214	0	16	0	0	182
S00090215	12	0	0	0	276
S00090216	0	2	0	0	218
S00090217	0	20	2	0	170
S00090218	2	6	8	2	198
S00090219	0	0	0	0	238
S00090220	6	2	0	2	182
S00090221	0	0	3	0	280
S00090222	12	10	0	12	388
S00090223	0	0	0	0	318
S00090224	0	10	0	2	280
S00090225	0	6	0	0	150
S00090226	0	16	0	0	304
S00090227	14	2	1	0	416
S00090228	0	2	0	30	296
S00090229	0	28	0	0	322
S00090230	0	0	1	0	184
S00090231	0	6	2	0	214
S00090232	0	0	0	0	172
S00090233	0	4	0	0	170
S00090234	0	0	0	0	212
S00090235	0	0	0	0	260
S00090236	0	0	0	0	200
S00090237	6	0	0	0	188
S00090238	2	2	0	0	138
S00090239	0	0	0	0	240
S00090240	0	2	0	0	290
S00090241	2	0	0	0	294
S00090242	2	0	0	0	256
S00090243	10	4	0	0	166
S00090244	0	0	0	0	180
S00090245	0	2	0	0	334
S00090246	10	2	0	0	106
S00090247	8	4	0	0	224
S00090248	0	0	0	0	106
S00090249	0	18	1	0	324
S00090250	38	0	0	0	240
S00090251	2	6	0	0	278
S00090252	24	2	0	2	322
S00090253	0	0	0	0	352
S00090254	2	2	0	0	248
S00090255	2	4	1	0	292
S00090256	2	0	0	0	320
S00090257	2	0	0	0	284
S00090258	2	0	0	6	300
S00090259	4	30	1	0	154
S00090260	10	12	0	0	240
S00090261	2	0	0	0	184
S00090262	4	0	0	0	136
S00090263	10	8	0	0	284
S00090264	0	0	0	0	272
S00090265	0	2	2	0	244
S00090266	0	2	0	0	214
S00090267	2	0	0	0	158
S00090268	0	0	0	0	196
S00090269	0	2	0	0	276
S00090270	0	18	0	0	236
S00090271	0	0	0	0	350
S00090272	0	2	1	0	196
S00090273	0	4	0	0	120
S00090274	0	16	0	0	158
S00090275	0	12	0	0	98
S00090276	0	14	2	8	184
S00090277	8	0	1	0	240
S00090278	0	0	0	0	270
S00090279	2	4	0	0	298
S00090280	0	0	0	0	182
S00090281	0	16	1	0	238
S00090282	8	6	1	12	186
S00090283	12	6	0	2	164
S00090284	0	0	0	0	184
S00090285	0	0	1	0	164
S00090286	4	4	0	0	176
S00090287	0	12	0	0	208
S00090288	2	2	1	0	298
S00090289	0	0	0	0	136
S00090290	0	6	0	0	158
S00090291	2	12	1	0	184
S00090292	0	0	1	0	246
S00090293	0	10	0	0	210
S00090294	0	0	0	0	226
S00090295	0	0	3	0	268
S00090296	0	0	0	0	208
S00090297	6	2	0	2	292
S00090298	0	0	2	0	170
S00090299	0	4	0	0	244
S00090300	0	4	0	0	226
S00090301	2	0	3	0	156
S00090302	0	12	1	0	188
S00090303	14	10	1	0	416
S00090304	4	4	1	0	290
S00090305	0	2	3	2	382
S00090306	0	2	0	0	368
S00090307	12	16	0	0	312
S00090308	8	16	2	0	226
S00090309	8	0	2	0	296
S00090310	4	10	3	14	230
S00090311	10	0	0	12	334
S00090312	0	0	1	2	166
S00090313	0	8	0	14	344
S00090314	10	6	0	2	488
S00090315	2	6	0	0	174
S00090316	10	14	0	0	326
S00090317	8	22	0	0	338
S00090318	14	32	1	2	294
S00090319	0	48	0	0	112
S00090320	18	18	2	0	96
S00090321	36	42	1	0	126
S00090322	0	6	1	16	174
S00090323	6	4	0	10	164
S00090324	0	2	0	0	148
S00090325	6	2	4	0	174
S00090326	2	6	0	0	160
S00090327	18	12	1	4	108
S00090328	2	0	0	0	108
S00090329	4	18	0	0	124
S00090330	16	26	0	0	68
S00090331	0	6	0	0	336
S00090332	10	10	0	0	196
S00090333	0	0	0	0	252
S00090334	0	8	0	0	92
S00090335	4	12	2	0	120
S00090336	12	6	10	0	228
S00090337	0	18	0	0	258
S00090338	6	0	0	0	112
S00090339	6	16	0	0	82
S00090340	0	2	0	0	190
S00090341	0	0	0	0	138
S00090342	0	0	0	0	146
S00090343	0	8	0	0	184
S00090344	0	0	0	0	118
S00090345	10	12	0	4	214
S00090346	26	18	1	0	148
S00090347	12	10	1	0	290
S00090348	2	2	0	2	350
S00090349	20	0	0	0	196
S00090350	2	10	0	0	202
S00090351	0	0	0	0	138
S00090352	0	0	0	0	178
S00090353	0	6	0	0	122
S00090354	0	0	0	10	378
S00090355	0	0	0	0	130
S00090356	0	0	0	0	188
S00090357	0	24	0	16	408
S00090358	0	0	0	0	316
S00090359	2	12	3	2	216
S00090360	8	2	0	0	174
S00090361	0	4	0	0	156
S00090362	4	20	5	2	240
S00090363	0	0	0	0	110
S00090364	0	2	0	0	140
S00090365	2	0	0	0	222
S00090366	0	2	0	0	154
S00090367	0	0	0	0	108
S00090368	0	0	0	0	104
S00090369	10	4	0	0	284
S00090370	0	6	0	0	244
S00090371	0	4	0	0	230
S00090372	0	36	1	0	158
S00090373	0	0	1	0	118
S00090374	0	0	0	0	240
S00090375	0	0	0	0	126
S00090376	6	8	3	0	238
S00090377	0	0	0	0	192
S00090378	2	8	1	0	144
S00090379	4	8	0	0	152
S00090380	0	0	0	2	232
S00090381	0	2	0	0	232
S00090382	0	14	0	12	84
S00090383	16	18	0	0	142
S00090384	0	0	0	8	130
S00090385	2	6	2	0	304
S00090386	0	4	3	0	144
S00090387	0	6	2	0	142
S00090388	10	8	1	0	224
S00090389	12	10	1	0	236
S00090390	0	4	0	0	182
S00090391	4	6	1	0	180
S00090392	8	0	0	0	188
S00090393	0	4	0	0	254
S00090394	0	0	0	0	180
S00090395	0	0	1	2	210
S00090396	10	0	2	0	146
S00090397	0	16	2	0	128
S00090398	6	2	0	4	108
S00090399	6	22	1	2	398
S00090400	0	6	0	0	250
S00090401	2	8	3	0	184
S00090402	0	0	0	0	226
S00090403	8	4	0	4	316
S00090404	6	14	1	2	356
S00090405	44	16	0	0	280
S00090406	12	26	0	0	224
S00090407	22	14	4	0	380
S00090408	0	4	2	0	126
S00090409	0	0	0	0	224
S00090410	0	6	1	0	216
S00090411	8	10	1	0	136
S00090412	6	2	1	6	102
S00090413	0	2	3	0	178
S00090414	10	4	0	8	206
S00090415	0	0	0	0	338
S00090416	10	12	0	0	208
S00090417	0	0	0	0	136
S00090418	0	0	0	0	100
S00090419	0	4	0	4	182
S00090420	0	2	0	6	180
S00090421	6	12	0	0	280
S00090422	0	2	0	0	148
S00090423	2	0	0	2	496
S00090424	0	6	0	0	132
S00090425	0	0	1	0	214
S00090426	12	4	3	2	180
S00090427	0	0	0	0	166
S00090428	26	20	2	20	410
S00090429	0	2	0	0	190
S00090430	0	4	0	0	192
S00090431	6	4	1	2	222
S00090432	0	2	0	0	124
S00090433	0	10	0	0	204
S00090434	10	20	0	8	188
S00090435	2	2	2	2	106
S00090436	0	10	1	0	266
S00090437	0	26	0	4	188
S00090438	0	16	1	2	98
S00090439	14	6	1	0	116
S00090440	0	10	0	0	260
S00090441	34	6	1	0	282
S00090442	16	14	0	4	160
S00090443	0	4	0	6	112
S00090444	52	66	3	8	316
S00090445	2	38	5	6	166
S00090446	22	18	2	0	106
S00090447	8	6	0	2	254
S00090448	4	8	0	0	112
S00090449	2	2	0	0	148
S00090450	0	2	0	0	144
S00090451	0	12	0	4	108
S00090452	2	2	1	0	140
S00090453	0	10	0	12	100
S00090454	30	14	0	0	252
S00090455	0	4	0	0	156
S00090456	0	6	0	0	104
S00090457	0	0	0	0	118
S00090458	20	0	1	2	210
S00090459	4	6	0	0	164
S00090460	8	12	0	0	236
S00090461	14	18	0	2	104
S00090462	8	34	3	2	178
S00090463	6	6	1	0	158
S00090464	6	0	3	0	136
S00090465	12	0	1	0	254
S00090466	6	2	3	0	142
S00090467	0	2	1	2	198
S00090468	14	14	0	2	192
S00090469	18	16	0	0	144
S00090470	0	8	2	0	136
S00090471	2	16	0	0	158
S00090472	8	8	2	0	184
S00090473	6	8	0	0	164
S00090474	0	0	1	0	218
S00090475	4	2	0	8	172
S00090476	6	4	2	2	172
S00090477	0	2	0	6	176
S00090478	2	0	2	0	248
S00090479	0	0	0	8	222
S00090480	0	0	0	0	134
S00090481	2	8	1	2	124
S00090482	0	4	0	0	124
S00090483	0	2	0	0	170
S00090484	26	12	0	0	132
S00090485	2	12	1	0	134
S00090486	0	4	0	0	150
S00090487	6	0	0	0	122
S00090488	8	6	0	0	216
S00090489	4	8	0	0	134
S00090490	6	14	3	0	210
S00090491	0	0	0	0	116
S00090492	0	0	0	0	124
S00090493	0	0	0	0	150
S00090494	0	8	0	0	148
S00090495	0	6	0	0	174
S00090496	16	2	3	0	458
S00090497	8	2	0	4	172
S00090498	6	6	0	0	162
S00090499	8	40	0	0	314
S00090500	8	18	0	2	198
S00090501	0	6	0	0	208
S00090502	0	0	0	0	176
S00090503	0	0	0	0	134
S00090504	0	0	0	0	324
S00090505	12	0	0	0	252
S00090506	2	0	2	0	194
S00090507	14	62	2	18	220
S00090508	0	16	0	0	152
S00090509	0	6	2	0	302
S00090510	6	0	1	0	270
S00090511	2	8	3	4	108
S00090512	4	8	3	0	122
S00090513	0	4	0	0	198
S00090514	12	18	1	0	148
S00090515	0	30	0	4	166
S00090516	0	22	3	4	158
S00090517	4	8	3	0	200
S00090518	0	2	0	4	180
S00090519	6	4	0	0	146
S00090520	0	24	2	0	202
S00090521	6	12	0	0	108
S00090522	0	6	0	0	134
S00090523	54	104	9	10	1486
S00090524	26	30	1	0	166
S00090525	6	18	2	4	120
S00090526	0	14	1	0	162
S00090527	32	16	1	4	196
S00090528	8	8	2	4	240
S00090529	20	0	0	12	172
S00090530	4	12	1	0	154
S00090531	20	24	3	0	194
S00090532	2	0	1	0	166
S00090533	2	0	0	0	102
S00090534	4	12	0	0	170
S00090535	8	6	0	0	156
S00090536	0	8	0	0	144
S00090537	4	8	0	2	198
S00090538	24	16	1	0	212
S00090539	18	18	6	2	208
S00090540	6	8	2	4	164
S00090541	12	16	0	0	206
S00090542	0	0	0	0	148
S00090543	0	8	1	0	282
S00090544	8	4	0	8	160
S00090545	0	2	0	0	148
S00090546	0	2	0	0	192
S00090547	0	6	3	0	196
S00090548	0	6	3	4	156
S00090549	2	4	2	10	112
S00090550	8	16	1	8	144
S00090551	46	18	5	10	106
S00090552	8	12	0	0	144
S00090553	28	40	7	10	298
S00090554	12	6	1	2	170
S00090555	0	0	0	0	102
S00090556	0	22	1	6	266
S00090557	20	22	0	0	104
S00090558	0	18	0	8	158
S00090559	0	8	0	0	196
S00090560	2	14	0	2	196
S00090561	6	22	3	6	226
S00090562	10	26	1	4	232
S00090563	8	8	0	6	146
S00090564	16	30	3	0	170
S00090565	16	22	0	0	130
S00090566	6	14	0	0	116
S00090567	28	8	2	0	178
S00090568	8	18	0	0	188
S00090569	6	14	0	0	180
S00090570	4	10	7	10	156
S00090571	24	6	2	0	142
S00090572	16	28	2	0	192
S00090573	6	2	1	0	170
S00090574	0	6	0	0	134
S00090575	12	20	1	8	304
S00090576	12	8	0	0	160
S00090577	10	26	0	0	196
S00090578	0	20	1	4	94
S00090579	4	24	0	0	156
S00090580	116	38	1	4	120
S00090581	0	18	0	0	152
S00090582	0	30	0	0	250
S00090583	2	14	2	0	84
S00090584	52	6	0	0	110
S00090585	10	24	0	0	156
S00090586	60	2	5	10	150
S00090587	4	36	1	0	102
S00090588	48	6	4	6	66
S00090589	22	0	1	6	138
S00090590	14	8	0	4	236
S00090591	0	18	0	4	152
S00090592	0	2	0	0	166
S00090593	0	0	0	0	154
S00090594	0	6	0	0	276
S00090595	2	8	0	0	154
S00090596	0	2	3	0	360
S00090597	22	0	0	0	200
S00090598	0	8	0	0	174
S00090599	0	6	0	6	248
S00090600	0	8	0	0	146
S00090601	0	0	0	0	226
S00090602	0	2	0	0	158
S00090603	4	0	1	0	178
S00090604	2	2	0	0	196
S00090605	0	10	0	0	178
S00090606	0	0	0	0	176
S00090607	0	8	0	0	304
S00090608	0	0	0	0	124
S00090609	4	2	0	0	286
S00090610	0	0	0	0	134
S00090611	2	2	0	0	206
S00090612	0	8	0	0	186
S00090613	0	0	0	12	162
S00090614	2	8	0	0	228
S00090615	0	16	2	2	290
S00090616	6	8	3	2	154
S00090617	10	16	0	0	84
S00090618	0	20	0	0	134
S00090619	0	12	0	2	136
S00090620	2	50	2	0	184
S00090621	12	8	0	0	164
S00090622	6	18	1	2	190
S00090623	2	4	3	2	110
S00090624	0	8	1	4	140
S00090625	0	0	0	0	126
S00090626	2	20	1	12	198
S00090627	0	2	1	0	124
S00090628	0	8	0	2	156
S00090629	8	10	1	2	200
S00090630	2	16	0	2	106
S00090631	6	12	3	0	134
S00090632	8	18	0	0	202
S00090633	8	14	0	0	208
S00090634	14	6	0	6	164
S00090635	0	12	0	0	238
S00090636	6	0	2	16	148
S00090637	8	14	0	0	104
S00090638	8	12	0	2	222
S00090639	10	10	0	0	92
S00090640	4	12	0	2	88
S00090641	4	2	0	6	246
S00090642	24	28	0	0	300
S00090643	0	0	0	0	188
S00090644	14	12	0	0	192
S00090645	16	4	0	14	156
S00090646	6	10	0	0	136
S00090647	2	6	0	0	156
S00090648	52	14	0	6	112
S00090649	6	32	0	0	164
S00090650	2	24	0	0	254
S00090651	0	4	3	0	216
S00090652	20	36	0	8	164
S00090653	0	24	0	0	160
S00090654	20	0	0	0	266
S00090655	0	10	2	0	224
S00090656	4	2	0	0	164
S00090657	16	12	0	0	188
S00090658	10	10	2	2	276
S00090659	14	10	0	0	158
S00090660	10	2	2	0	92
S00090661	16	8	1	2	156
S00090662	18	6	0	0	104
S00090663	6	30	4	6	284
S00090664	16	24	1	2	320
S00090665	0	10	0	10	230
S00090666	2	18	2	20	314
S00090667	0	52	1	0	314
S00090668	14	36	1	0	332
S00090669	0	4	4	0	178
S00090670	8	2	5	0	238
S00090671	14	0	0	0	198
S00090672	4	0	0	0	204
S00090673	38	34	1	0	154
S00090674	14	10	1	0	164
S00090675	8	12	3	10	154
S00090676	12	2	3	0	190
S00090677	30	18	0	0	138
S00090678	8	18	0	0	224
S00090679	16	8	3	8	268
S00090680	0	4	3	2	100
S00090681	4	18	1	0	210
S00090682	4	0	2	0	170
S00090683	20	10	2	2	146
S00090684	6	8	0	2	248
S00090685	10	4	0	0	152
S00090686	10	4	0	0	90
S00090687	4	14	0	6	122
S00090688	10	38	0	12	132
S00090689	20	34	2	10	276
S00090690	76	48	2	4	844
S00090691	0	0	0	0	112
S00090692	6	14	0	0	252
S00090693	0	48	0	6	238
S00090694	10	52	2	12	222
S00090695	8	66	2	14	264
S00090696	6	6	1	2	214
S00090697	8	2	0	2	148
S00090698	10	8	0	0	174
S00090699	4	4	0	0	198
S00090700	0	10	0	2	132
S00090701	284	312	38	16	3474
S00090702	0	0	1	2	200
S00090703	0	0	0	0	136
S00090704	2	20	0	4	180
S00090705	4	24	2	4	220
S00090706	6	4	0	0	112
S00090707	8	6	1	0	184
S00090708	0	4	3	0	180
S00090709	0	2	0	0	268
S00090710	20	18	0	0	202
S00090711	12	0	4	0	160
S00090712	0	12	2	0	284
S00090713	0	22	1	2	164
S00090714	0	10	2	0	128
S00090715	10	8	1	0	130
S00090716	4	42	2	0	312
S00090717	42	72	6	10	604
S00090718	2	16	1	0	178
S00090719	10	18	2	4	182
S00090720	0	16	0	0	84
S00090721	8	16	1	10	218
S00090722	38	16	0	0	96
S00090723	6	14	4	12	124
S00090724	8	0	1	0	120
S00090725	4	4	1	0	178
S00090726	8	12	0	0	118
S00090727	2	0	0	4	98
S00090728	12	16	3	0	162
S00090729	0	12	1	0	200
S00090730	0	20	0	0	212
S00090731	0	22	1	10	170
S00090732	10	18	4	0	188
S00090733	2	30	0	6	114
S00090734	4	18	2	2	162
S00090735	0	10	0	0	122
S00090736	10	10	0	10	120
S00090737	30	18	0	0	142
S00090738	6	22	0	18	136
S00090739	6	20	0	10	182
S00090740	0	12	0	0	158
S00090741	0	0	0	2	124
S00090742	16	16	2	20	176
S00090743	6	12	3	0	150
S00090744	0	0	0	2	184
S00090745	12	6	0	8	154
S00090746	0	6	0	0	294
S00090747	2	14	0	0	178
S00090748	2	0	1	6	190
S00090749	2	6	0	2	176
S00090750	0	6	0	0	158
S00090751	0	6	1	0	304
S00090752	0	0	0	0	130
S00090753	0	12	1	0	236
S00090754	6	2	5	0	252
S00090755	4	0	0	0	184
S00090756	14	24	0	2	82
S00090757	10	6	1	0	198
S00090758	2	24	2	4	136
S00090759	0	8	1	0	104
S00090760	6	24	4	10	208
S00090761	4	18	0	0	172
S00090762	4	10	0	8	110
S00090763	6	12	0	0	106
S00090764	0	10	1	0	116
S00090765	12	8	1	0	104
S00090766	2	0	0	0	166
S00090767	4	44	1	2	132
S00090768	10	52	1	0	92
S00090769	14	8	1	8	214
S00090770	0	0	0	0	118
S00090771	0	0	0	0	134
S00090772	4	4	0	0	186
S00090773	28	6	0	0	116
S00090774	6	2	0	0	222
S00090775	0	0	0	0	178
S00090776	2	8	1	0	180
S00090777	0	2	1	0	152
S00090778	4	10	0	0	154
S00090779	0	58	0	0	152
S00090780	0	0	0	0	186
S00090781	12	16	3	0	202
S00090782	6	2	1	6	372
S00090783	0	12	1	0	266
S00090784	0	4	1	0	250
S00090785	0	0	0	0	126
S00090786	2	0	1	0	168
S00090787	0	6	0	10	214
S00090788	0	12	0	0	134
S00090789	0	0	0	8	214
S00090790	0	0	0	0	178
S00090791	28	0	0	0	158
S00090792	10	0	0	0	324
S00090793	0	8	0	0	226
S00090794	18	12	1	0	308
S00090795	0	0	0	0	108
S00090796	4	0	0	0	144
S00090797	2	0	0	0	280
S00090798	0	0	0	0	118
S00090799	0	0	0	0	200
S00090800	0	0	0	0	188
S00090801	12	32	3	0	192
S00090802	10	28	2	0	304
S00090803	0	30	0	4	426
S00090804	0	4	0	0	258
S00090805	12	12	0	0	186
S00090806	4	14	0	2	200
S00090807	2	14	1	0	438
S00090808	0	6	1	0	260
S00090809	4	0	0	0	110
